basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
27	76	76	27	76	76	12906	1	2	45	2	0	-9	2	-9	-9	-9	1	2	7	-9	1	3	2	7	1	3	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	2	-9	-9	2	7	1	-9	7	1	-9	-9	2	-9	-9	-9	2	-9	-9	-9	430	630	1230	1900	2100	8	25	1	3	3	72	2	20	-9	-9	-9	-9	-9	-9	-9	-9	3	30	4	60	1	20	8	40	6	90	5	20	8	40	3	60	3	30	8	60	6	60	5	20	6	40	8	30	1	30	3	60	5	20	8	40	3	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	2	3	1	2	2	2	3	2	2	1	2	1	1	1	3	3	3
25	9	9	25	9	9	12763	1	1	56	4	0	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	400	600	1200	1800	1900	1	2	3	58	1	7	3	2	4	51	-9	-9	-9	-9	-9	-9	3	5	1	1	5	120	8	174	3	60	-9	-9	-9	-9	-9	-9	3	5	1	1	8	114	5	6	7	60	3	60	8	59	1	1	-9	-9	-9	-9	3	5	1	1	8	53	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	-7	1	2	1	1	1	1	-7	1	1	1	1	1	1	1	1
9	144	144	9	144	144	11109	1	2	44	2	0	-9	1	-9	-9	-9	2	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	830	1230	1800	2100	1	40	8	40	6	90	1	10	6	30	-9	-9	-9	-9	-9	-9	3	20	6	40	3	10	6	170	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	130	6	110	3	40	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	155	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-7	-7	1	1	1	1	1	-7	-7	1	1	2	1	2	1	1	1
27	65	65	27	65	65	12896	1	2	52	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	7	1	-9	-9	0	-9	-9	-9	7	2	-9	-9	7	2	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	700	1200	1900	2100	1	10	3	30	4	20	1	20	8	40	-9	-9	-9	-9	-9	-9	3	15	1	2	6	283	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	348	3	27	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	1	1	2	1	1	2	1	-7	1	1	1	1	1	1	1	1
17	318	318	17	3250	318	12526	1	1	43	5	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	400	-9	1200	1900	2400	1	26	4	13	8	103	3	18	8	5	4	90	7	82	8	143	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	170	7	60	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	-7	1	1	1	-7	-7	-7	-7	1	1	1	1	1	1	1	1
27	38	38	27	38	38	12876	1	2	48	3	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	2	-9	-9	400	1000	1300	1800	2000	8	30	3	60	1	5	2	10	4	15	2	45	5	75	7	120	3	20	4	160	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	4	115	8	60	3	75	5	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	-7	1	2	2	1	2	1	-7	1	2	1	1	1	1	1	1
17	275	275	17	275	275	12483	1	2	43	2	0	-9	1	-9	-9	-9	1	2	-9	-9	7	1	-9	-9	1	7	-9	-9	2	1	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	700	1200	1800	2100	1	5	4	5	3	30	8	20	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	60	3	10	8	215	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	210	3	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	120	1	25	8	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	1	-7	1	1	1	1	1	1	1	1
8	78	78	140	78	78	10942	1	2	39	2	0	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	600	800	1200	1800	2200	1	1	3	30	4	29	1	23	3	2	4	15	8	20	-9	-9	3	10	1	2	3	8	8	70	4	30	7	120	-9	-9	-9	-9	3	10	8	50	7	180	3	5	7	25	8	60	3	18	8	12	-9	-9	-9	-9	3	10	1	5	8	195	1	15	8	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	-7	-7	2	1	2	1	3	-7	-7	2	2	1	1	1	1	1	1
4	95	95	140	95	95	10541	1	2	45	2	0	-9	2	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	3	-9	-9	-9	2	-9	-9	-9	600	730	1200	1900	2200	1	1	4	59	1	20	3	10	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	1	7	11	8	8	7	225	3	10	1	2	8	3	3	10	8	50	7	120	3	10	1	2	8	3	7	116	1	1	7	78	3	30	3	10	1	5	6	60	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	1	1	1	1	-7	-7	1	1	1	1	1	1	1	1
6	85	85	6	85	85	10681	1	2	48	2	0	-9	2	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	500	-9	1100	2000	2200	1	3	3	57	2	60	3	5	2	20	4	135	3	40	8	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	2	40	8	125	3	5	6	180	3	17	8	163	-9	-9	-9	-9	-9	-9	3	10	2	20	8	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	-7	1	1	1	1	2	-7	-7	1	2	1	2	2	1	1	2
6	39	39	6	39	39	10647	1	2	43	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	1000	1200	1800	2200	1	3	3	30	7	32	3	5	7	170	-9	-9	-9	-9	-9	-9	3	10	7	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	7	120	3	5	7	175	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	7	230	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
20	19	19	20	19	19	12617	1	2	52	2	0	-9	1	-9	-9	-9	2	1	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	730	1200	1800	2000	1	1	5	60	8	19	3	40	8	30	-9	-9	-9	-9	-9	-9	3	10	8	80	1	16	8	104	3	60	-9	-9	-9	-9	-9	-9	3	10	8	110	4	30	8	90	5	60	3	45	1	2	8	13	-9	-9	-9	-9	3	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	-7	-7	1	2	1	1	-7	-7	-7	1	2	2	1	1	2	1	1
9	184	184	9	184	184	11148	1	2	38	3	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	1	-9	-9	400	700	1300	1900	2100	1	17	3	30	4	10	8	123	-9	-9	-9	-9	-9	-9	-9	-9	3	5	4	145	1	20	4	70	3	30	8	90	-9	-9	-9	-9	3	10	8	170	3	32	8	148	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	5	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	-7	-7	1	3	3	1	1	-7	-7	1	2	1	1	1	1	1	1
11	65	65	11	65	65	11422	2	1	44	2	0	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	8	-9	-9	-9	430	1000	1230	1930	2230	1	10	3	5	1	3	7	30	3	5	7	277	-9	-9	-9	-9	3	10	7	110	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	7	150	3	5	7	160	3	45	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	3	8	5	4	132	8	5	2	10	1	5	8	10	-9	-9	-9	-9	3	1	3	2	3	1	2	3	2	2	2	3	2	2	2	2	1	2	2	1
27	80	80	27	80	80	12910	1	2	62	2	0	-9	1	2	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	2	-9	-9	7	1	-9	-9	2	-9	-9	-9	500	800	1230	1800	1900	8	30	6	60	5	60	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	30	6	120	8	60	1	20	8	40	-9	-9	-9	-9	-9	-9	3	20	8	70	6	120	5	60	1	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	-7	2	2	2	1	2	2	3	2	2	1	1	1	1	1	1
21	6	6	301	3186	6	12678	1	2	42	2	0	-9	2	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	1	2	-9	-9	1	2	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	2	-9	-9	-9	400	730	1200	1900	2100	3	60	4	30	5	10	1	30	5	10	2	70	-9	-9	-9	-9	3	35	4	145	3	50	2	40	-9	-9	-9	-9	-9	-9	-9	-9	3	60	6	180	3	45	5	15	8	60	2	50	8	10	-9	-9	-9	-9	-9	-9	3	15	6	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	1	-7	1	1	3	1	2	-7	-7	1	2	1	1	1	1	1	1
11	86	86	11	86	86	11435	1	1	43	5	1	1	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	8	-9	-9	1	-9	-9	-9	8	7	-9	-9	0	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	8	-9	-9	-9	530	800	1300	2000	2400	1	2	3	58	2	10	4	20	5	40	8	20	-9	-9	-9	-9	3	10	4	50	8	50	1	33	3	157	-9	-9	-9	-9	-9	-9	3	10	7	363	2	47	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	20	7	153	4	27	2	15	8	15	-9	-9	-9	-9	-9	-9	-9	-9	3	2	3	1	1	1	2	2	1	3	1	1	1	1	2	1	1	2	1	1
27	19	19	27	19	19	12858	2	2	41	2	0	-9	2	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	2	1	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	730	1200	2000	2100	1	3	3	30	2	60	3	27	2	10	3	20	-9	-9	-9	-9	3	10	6	120	8	20	3	60	8	60	-9	-9	-9	-9	-9	-9	3	40	8	20	4	180	3	60	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	10	4	10	8	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	-7	1	1	2	1	1	1	-7	1	1	1	1	1	1	1	1
15	84	84	15	2564	84	12145	1	2	44	2	0	-9	2	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	530	-9	1200	1900	2200	1	5	3	25	4	20	1	20	3	7	1	3	8	100	7	210	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	120	3	5	7	215	1	5	8	15	-9	-9	-9	-9	-9	-9	3	15	8	130	3	5	2	15	8	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	-7	1	1	1	1	1	-7	-7	1	1	1	1	1	1	1	1
16	128	128	16	128	128	12255	1	2	43	2	0	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	1	7	-9	-9	1	2	7	-9	1	2	7	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	8	-9	-9	-9	300	700	1200	1900	2400	1	15	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	115	1	5	8	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	4	60	2	35	8	120	4	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1
21	5	5	21	5	5	12677	1	2	42	2	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	2	-9	-9	-9	550	700	1200	1800	2200	3	3	1	2	6	35	1	15	6	15	-9	-9	-9	-9	-9	-9	3	10	6	290	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	290	3	5	6	55	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	170	1	12	8	48	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	-7	2	2	1	1	1	1	-7	1	2	1	1	1	1	1	1
17	296	296	17	296	296	12504	1	2	39	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	600	1200	1900	2200	1	18	3	102	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	355	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	175	8	40	6	140	3	30	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15	40	40	15	40	40	12107	1	2	53	3	0	-9	1	2	-9	-9	1	2	-9	-9	1	2	7	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	1	7	-9	-9	2	-9	-9	-9	600	700	1200	1800	2100	3	10	4	30	3	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	40	7	60	8	120	4	10	8	50	-9	-9	-9	-9	3	20	8	165	1	65	7	50	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	4	2	1	5	8	48	1	5	-9	-9	-9	-9	-9	-9	-9	-9	3	-7	3	-7	-7	1	1	3	2	3	-7	-7	1	2	1	1	1	2	1	1
27	20	20	27	20	20	12859	1	2	46	2	0	-9	1	7	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	2	-9	-9	7	-9	-9	-9	2	-9	-9	-9	600	800	1200	1900	2000	1	1	7	59	1	1	7	59	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	55	7	30	1	2	7	28	3	60	1	12	8	48	3	10	8	80	7	150	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	-7	1	-7	1	2	1	1	-7	-7	-7	2	2	1	1	1	1	1	1
15	29	29	15	29	29	12096	1	1	56	4	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	600	700	1100	1900	2000	3	20	1	30	8	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	80	6	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	290	8	30	2	5	4	15	8	50	6	80	-9	-9	-9	-9	-9	-9	3	10	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	-7	-7	1	1	1	1	1	2	1	2
15	49	49	15	49	49	12115	1	2	41	2	0	-9	2	1	-9	-9	2	7	1	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	700	-9	1100	1900	2200	1	4	6	176	8	115	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	372	1	20	6	83	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	155	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	3	1	1	-7	3	3	2	2	3	3	-7	1	2	1	1	1	1	1	1
27	22	22	27	22	22	12861	2	2	51	2	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2100	1	2	3	58	1	5	4	35	2	20	1	42	3	18	-9	-9	3	10	8	20	7	180	3	5	7	25	-9	-9	-9	-9	-9	-9	3	10	8	110	3	30	8	150	3	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	100	4	5	1	2	8	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	-7	1	2	2	1	1	-7	-7	2	2	1	1	1	1	1	1
28	55	55	28	55	55	12953	1	1	52	4	0	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	500	700	1130	1900	2000	3	30	4	30	5	30	2	20	1	10	-9	-9	-9	-9	-9	-9	3	10	1	2	4	228	2	30	-9	-9	-9	-9	-9	-9	-9	-9	3	20	2	190	3	15	5	15	2	150	3	30	2	30	-9	-9	-9	-9	-9	-9	3	15	2	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	-7	-7	1	2	2	1	1	1	1	1
32	13	13	32	13	13	13268	1	2	53	2	0	-9	1	-9	-9	-9	2	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	630	1200	1900	2030	1	12	7	48	1	2	8	28	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	205	3	5	1	1	7	114	-9	-9	-9	-9	-9	-9	3	5	7	175	3	5	7	115	1	5	7	115	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	85	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	1	-7	1	2	1	1	1	-7	-7	1	1	1	1	1	1	1	1
15	48	48	15	48	48	12114	1	2	45	2	0	-9	2	1	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	2	-9	-9	2	-9	-9	-9	2	-9	-9	-9	500	800	1200	1800	2100	3	30	4	60	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	8	135	3	60	-9	-9	-9	-9	-9	-9	-9	-9	3	30	5	5	1	5	8	130	3	10	1	40	3	35	8	95	-9	-9	-9	-9	3	35	1	5	8	140	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	-7	-7	2	2	2	2	1	1	1	1
7	70	70	314	4121	70	10760	1	1	53	4	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	8	-9	-9	-9	700	-9	1200	1900	2200	1	2	3	103	4	30	8	75	1	36	3	30	8	24	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	195	3	10	8	50	1	10	8	50	3	60	8	30	-9	-9	-9	-9	3	15	1	1	8	164	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	-7	-7	1	1	1	1	1	1	1	1
26	67	67	317	67	67	13324	2	1	38	2	0	-9	1	-9	-9	-9	2	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	1	-9	-9	0	-9	-9	-9	8	-9	-9	-9	1100	1102	1600	2100	2300	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	45	7	120	3	3	7	95	3	5	7	60	-9	-9	3	15	7	285	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	75	1	15	8	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	3	1	-7	1	3	1	1	2	1	-7	1	3	1	1	1	1	1	1
