basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
13	120	120	13	3172	120	11673	1	3	44	4	0	-9	7	3	-9	-9	3	7	1	-9	7	1	-9	-9	7	1	-9	-9	9	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	3	7	-9	-9	3	-9	-9	-9	3	-9	-9	-9	700	730	1200	1900	2230	1	1	3	10	4	10	3	9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	15	6	22	3	15	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	6	160	1	15	3	10	6	185	8	30	-9	-9	-9	-9	-9	-9	3	15	1	5	8	190	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-7	1	1	1	1	1	1	-7	1	1	1	1	1	1	1	1	1	1
13	215	215	13	215	215	11747	1	2	53	2	0	-9	1	2	-9	-9	1	7	2	-9	2	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	600	1200	1900	2300	1	2	3	58	4	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	165	1	30	8	30	6	120	-9	-9	-9	-9	-9	-9	3	15	6	75	8	90	6	240	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	75	8	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	2	2	-7	1	2	2	2	2	-7	-7	2	2	2	1	1	1	1	1
13	79	384	13	384	384	11866	1	2	38	2	0	-9	2	1	-9	-9	1	2	7	-9	7	1	-9	-9	1	7	-9	-9	2	-9	-9	-9	1	7	-9	-9	1	2	-9	-9	7	1	-9	-9	0	-9	-9	-9	2	1	7	-9	0	-9	-9	-9	2	-9	-9	-9	700	730	1200	2000	2200	1	12	3	3	4	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	5	15	2	15	8	110	3	60	8	60	-9	-9	-9	-9	3	10	8	110	4	10	8	110	3	5	5	15	2	10	8	90	3	60	8	60	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	3	3	2	2	3	3	2	2	2	1	1	1
13	243	243	305	4105	243	11766	1	2	48	2	0	-9	1	3	-9	-9	1	3	-9	-9	3	-9	-9	-9	3	1	-9	-9	1	-9	-9	-9	3	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	700	-9	1200	1900	2400	3	5	8	25	1	30	3	5	7	235	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	360	3	15	7	15	3	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-7	2	1	1	1	1	2	1	2	-7	-7	1	1	1	1	1	1	1	1
13	259	259	13	259	259	11775	1	2	51	2	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	0	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	900	1300	2000	2300	3	33	5	2	8	25	2	60	8	30	2	30	-9	-9	-9	-9	3	5	8	25	5	5	2	25	4	120	2	5	8	55	-9	-9	3	5	1	3	8	112	2	60	5	3	3	77	1	20	8	20	2	10	8	110	3	5	1	3	8	12	2	40	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	1	3	2	2	1	1	1	1	1	1
13	84	84	13	84	84	11649	1	2	36	2	0	-9	6	2	-9	-9	6	2	-9	-9	5	-9	-9	-9	5	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	5	6	-9	6	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	6	-9	-9	700	-9	1100	1830	2400	4	2	2	6	1	3	8	229	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	2	60	1	2	4	60	8	323	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	2	60	8	265	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1
13	222	222	282	3373	222	11752	1	2	55	2	0	-9	2	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	2	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	1	-9	-9	2	-9	-9	-9	500	830	1230	2000	2330	1	10	3	50	2	30	3	20	8	40	4	60	-9	-9	-9	-9	3	20	4	70	8	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	70	4	60	1	20	3	5	8	95	4	30	8	150	-9	-9	-9	-9	3	30	8	60	2	50	3	5	8	65	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	-7	-7	2	2	2	2	2	2	2	2
13	86	86	13	86	86	11651	1	2	43	2	0	-9	1	-9	-9	-9	2	1	-9	-9	7	1	2	-9	7	-9	-9	-9	1	-9	-9	-9	1	2	7	-9	2	1	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	900	1200	1900	2200	1	5	6	5	3	5	6	105	1	30	6	30	-9	-9	-9	-9	3	10	1	5	6	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	170	3	5	6	235	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	6	160	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	2	2	1	2	1	1	3	1	2	1	2	1	1	2	2	1	2
13	79	79	13	79	79	11645	1	2	37	3	0	-9	2	1	-9	-9	1	2	7	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	800	1300	1900	2300	5	30	4	15	3	20	6	10	2	30	8	15	-9	-9	-9	-9	3	5	2	65	6	110	3	30	2	60	8	30	-9	-9	-9	-9	3	15	6	60	8	45	5	15	4	15	2	70	1	20	3	30	6	90	-9	-9	3	15	6	165	1	5	8	55	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	-7	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1
13	106	106	13	106	106	11662	1	2	47	2	0	-9	1	-9	-9	-9	2	1	-9	-9	2	1	7	-9	1	-9	-9	-9	1	2	-9	-9	1	7	2	-9	1	2	7	-9	7	1	-9	-9	0	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	630	1200	1900	2100	1	5	4	85	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	4	20	2	40	4	50	6	180	3	30	-9	-9	-9	-9	3	10	8	30	4	180	3	5	6	45	3	15	1	15	3	120	-9	-9	-9	-9	3	10	2	20	8	60	2	10	4	10	1	10	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	1	3	2	1	2	2	2	3	-7	1	2	1	2	1	1	1	1
13	470	470	13	470	470	11945	1	2	41	2	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	400	700	1200	1730	2200	8	5	1	1	3	84	4	15	2	5	1	15	8	55	-9	-9	3	10	1	5	7	40	8	5	7	120	3	15	7	105	-9	-9	3	10	8	35	1	10	8	5	7	120	3	15	7	105	8	30	-9	-9	-9	-9	3	10	7	240	8	15	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	3	1	1	2	3	1	1	3	3	-7	1	3	2	2	2	2	2	2
13	408	408	13	408	408	11886	1	2	56	2	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	1	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	730	1200	1830	2000	1	2	3	60	1	5	4	20	2	45	8	18	-9	-9	-9	-9	3	20	4	65	3	60	8	35	4	60	8	30	-9	-9	-9	-9	3	40	8	30	6	140	3	60	8	90	3	10	8	20	-9	-9	-9	-9	-9	-9	3	60	8	28	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-7	-7	-7	2	2	2	2	2	2	2	-7	-7	2	2	1	1	1	1	1	1
13	451	451	13	3268	451	11926	1	2	37	3	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	600	1100	1800	2000	1	2	4	18	3	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	2	45	1	5	8	175	3	40	2	20	-9	-9	-9	-9	3	25	8	255	1	20	3	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	8	95	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	3	1	2	1	1	1	1	1	1
13	43	43	13	3159	43	11635	1	2	44	2	1	1	3	-9	-9	-9	3	-9	-9	-9	7	-9	-9	-9	7	6	1	-9	1	-9	-9	-9	8	7	1	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	4	-9	-9	-9	4	-9	-9	-9	4	-9	-9	-9	800	-9	1300	2200	2400	8	55	1	15	3	40	4	140	1	30	7	135	1	30	7	395	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	40	7	120	3	10	7	335	1	15	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	85	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	3	1	2	2	2	1	1	3	3	-7	1	1	1	1	2	2	1	1
13	464	464	13	3004	464	11939	2	2	39	3	0	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	600	1200	1800	2200	1	10	3	30	1	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	15	8	30	4	180	8	90	2	30	-9	-9	-9	-9	3	25	1	2	8	153	3	10	8	110	3	30	8	30	-9	-9	-9	-9	-9	-9	3	20	8	220	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-7	-7	2	2	2	2	2	2	2	2
13	209	209	13	209	209	11741	1	2	56	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	530	1200	1800	2100	1	5	3	25	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	32	8	53	2	5	7	30	8	30	7	210	8	30	-9	-9	3	30	8	30	7	120	3	15	7	135	3	20	4	5	5	5	-9	-9	-9	-9	3	30	8	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	-7	-7	-7	-7	1	1	1	1	-7	-7	-7	1	1	1	1	1	1	1	1
13	68	68	13	68	68	11637	1	2	42	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	600	-9	1000	1900	2200	4	2	1	10	3	33	4	25	8	80	3	70	8	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	380	3	90	8	50	3	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	15	1	30	8	105	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	1	-7	1	2	1	1	1	1	1	1
13	351	351	13	351	351	11836	1	2	46	2	0	-9	2	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	430	600	1200	1900	2100	1	5	3	25	4	10	1	30	3	20	-9	-9	-9	-9	-9	-9	3	15	1	5	7	15	8	15	7	310	-9	-9	-9	-9	-9	-9	3	10	7	410	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	7	15	8	60	2	30	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-7	2	1	-7	2	1	1	1	2	1	-7	1	1	1	1	1	1	1	1
13	350	350	13	350	350	11835	1	2	42	2	0	-9	2	7	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	300	800	1200	1900	2400	1	3	3	60	4	5	8	112	3	5	2	20	8	95	-9	-9	3	15	2	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	225	2	60	1	15	2	15	8	90	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	270	1	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	3	-7	2	1	1	1	1	1	1	1
13	377	377	13	377	377	11860	1	2	41	2	0	-9	1	-9	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	7	-9	-9	2	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	500	800	1200	1800	2100	3	20	1	3	3	22	4	15	2	25	4	80	8	15	-9	-9	3	15	4	75	1	5	4	85	3	30	2	30	-9	-9	-9	-9	3	15	2	45	4	20	8	130	3	10	2	20	3	75	8	45	-9	-9	-9	-9	3	15	8	45	1	30	8	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	3	2	-7	1	2	1	1	1	2	2	1
13	374	374	13	2216	374	11857	1	2	41	2	0	-9	2	1	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	2	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	530	700	1200	1900	2000	1	5	3	10	4	5	2	15	1	10	4	45	-9	-9	-9	-9	3	7	8	10	4	3	8	250	3	10	2	10	3	10	-9	-9	3	20	8	140	4	20	3	30	4	10	3	5	8	195	-9	-9	-9	-9	-9	-9	3	5	8	10	2	15	4	5	1	25	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	2	3	2	2	1	1	2	1	1	1	1
13	263	263	13	2585	263	11779	1	2	38	2	0	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	7	1	2	-9	1	2	-9	-9	1	2	7	-9	2	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	430	730	1130	1930	2400	8	20	3	60	2	60	6	30	1	5	8	5	-9	-9	-9	-9	3	20	4	90	2	15	6	30	3	60	2	25	-9	-9	-9	-9	3	20	2	40	6	60	2	25	8	180	4	35	2	30	1	20	3	30	8	40	3	30	6	60	2	25	1	25	4	10	8	60	2	30	8	30	-9	-9	-9	-9	1	1	2	1	1	1	2	3	2	3	1	2	1	2	2	2	2	2	2	1
13	287	287	13	287	287	11792	1	2	49	2	0	-9	1	-9	-9	-9	1	2	7	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2100	1	2	3	30	5	3	4	2	2	83	6	60	-9	-9	-9	-9	3	15	8	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	165	6	60	1	30	8	30	3	30	8	87	3	3	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-7	-7	1	-7	1	1	1	1	-7	-7	-7	1	1	2	2	1	1	1	1
13	466	466	13	4002	466	11941	2	1	42	5	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	400	500	1130	1900	2000	8	15	1	3	4	1	3	15	1	26	-9	-9	-9	-9	-9	-9	3	15	7	45	8	60	7	270	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	8	55	7	250	1	5	4	5	3	15	4	40	8	60	-9	-9	3	15	1	3	3	2	8	10	1	15	8	5	4	10	-9	-9	-9	-9	-9	-9	1	1	2	-7	-7	1	3	3	1	3	1	1	1	3	1	1	1	1	1	1
13	161	161	13	161	161	11701	1	2	42	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	-9	1100	1900	2100	3	5	1	5	3	50	2	50	8	25	2	60	4	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	4	30	8	105	3	105	8	60	2	30	3	30	-9	-9	-9	-9	3	20	8	70	1	15	4	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	-7	3	1	-7	1	1	1	1	1	1
13	319	319	13	319	319	11807	1	2	50	2	0	-9	1	7	-9	-9	7	1	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	7	1	-9	-9	7	1	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	800	1200	1900	2100	8	60	4	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	2	60	1	15	4	150	-9	-9	-9	-9	-9	-9	3	15	8	60	2	45	8	120	3	15	8	30	3	75	8	30	3	30	-9	-9	3	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	-7	1	1	2	3	3	3	2	3	3
13	262	262	13	262	262	11778	2	2	57	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	7	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	630	900	1300	1900	2200	1	6	3	24	4	60	8	30	2	30	-9	-9	-9	-9	-9	-9	3	10	1	5	4	10	8	35	4	180	-9	-9	-9	-9	-9	-9	3	5	8	5	4	50	1	10	8	50	3	5	8	55	3	60	8	105	3	15	3	10	1	3	8	167	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	3	1	1	2	2	2	1	2	2
13	260	261	13	260	261	11777	1	2	38	2	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	330	700	1200	1800	2000	1	8	7	40	3	5	7	157	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	3	5	8	115	3	10	8	110	3	60	-9	-9	-9	-9	-9	-9	3	15	1	18	2	10	8	77	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	-7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13	334	334	13	334	334	11820	1	2	50	2	0	-9	1	7	-9	-9	1	2	-9	-9	6	-9	-9	-9	7	1	-9	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	-9	1200	1900	2100	1	2	3	5	2	10	4	43	5	10	7	230	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	30	1	13	8	12	7	60	3	5	7	117	8	58	7	90	8	30	3	5	8	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	2	3	2	-7	1	2	2	2	3	2	1	1	2	2	2	1	1	1	1
13	303	303	13	303	303	11798	1	2	40	2	0	-9	2	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	900	1200	1900	2130	1	3	7	3	1	13	8	41	7	60	3	5	7	115	-9	-9	3	5	7	175	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	175	3	5	7	175	8	25	7	5	8	30	-9	-9	-9	-9	-9	-9	3	10	8	50	2	5	8	85	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	1
13	440	440	13	440	440	11916	1	2	37	2	0	-9	1	2	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	1	2	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	700	900	1200	1900	2100	1	1	4	5	1	25	2	20	7	69	-9	-9	-9	-9	-9	-9	3	15	7	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	165	3	5	7	160	3	45	1	7	8	23	-9	-9	-9	-9	-9	-9	3	15	1	3	8	92	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	3	1	-7	1	3	2	1	3	1	-7	1	1	1	1	1	1	1	1
13	119	119	13	119	119	11672	1	2	57	2	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	7	2	-9	-9	0	-9	-9	-9	2	-9	-9	-9	330	800	1200	1900	2200	1	2	6	3	3	5	6	260	-9	-9	-9	-9	-9	-9	-9	-9	3	15	6	105	1	2	8	88	1	15	3	15	-9	-9	-9	-9	3	15	6	195	3	5	6	145	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	2	-7	1	1	1	2	1	-7	-7	2	1	1	1	1	1	1	1
13	342	342	13	342	342	11828	1	2	38	2	0	-9	1	-9	-9	-9	1	7	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	7	-9	-9	400	-9	1300	1800	1900	8	5	1	5	6	110	3	30	6	250	4	10	6	115	2	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	6	50	8	60	3	10	4	10	8	10	6	65	3	15	8	50	1	20	3	10	2	20	8	25	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	2	-7	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
