basebrgy	basehhno	basewman	BRGAY02	HHNUMB02	WOMAN02	uncmomid	MOMCH02	momlnumb	agemom	maristat	knowhere	timewith	trapped	dowant	husbway	letwear	please	angrycon	sexelse	rdiscuss	pdiscuss	rdisyear	pdisyear	rdispreg	pdispreg	rgotinfo	pgotinfo	rinfoyr	pinfoyr	rinfoprg	pinfoprg	rsettle	psettle	rsetyear	psetyear	rsetpreg	psetpreg	rnagged	pnagged	rnagyear	pnagyear	rnagpreg	pnagpreg	ryelled	pyelled	ryellyr	pyellyr	ryellprg	pyellprg	rswore	pswore	rsworeyr	psworeyr	rsworprg	psworprg	rsulked	psulked	rsulkyr	psulkyr	rsulkprg	psulkprg	rstomped	pstomped	rstompyr	pstompyr	rstomprg	pstomprg	rsmash	psmash	rsmashyr	psmashyr	rsmashpr	psmashpr	rhand	phand	rhandyr	phandyr	rhandprg	phandprg	rthrew	pthrew	rthrewyr	pthrewyr	rthrewpr	pthrewpr	rpushed	ppushed	rpushyr	ppushyr	rpushprg	ppushprg	rhit	phit	rhityr	phityr	rhitpreg	phitpreg	rhard	phard	rhardyr	phardyr	rhardprg	phardprg	rharmed	pharmed	rharmyr	pharmyr	rharmprg	pharmprg	PHURTR1	PHURTR2	PHURTR3	RHURTP1	RHURTP2	RHURTP3	startedf	violent	RESOLVE1	RESOLVE2	parehurt	hurtphys	paremed
30	26	26	30	26	26	13175	1	2	55	2	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	1	0	1	-9	0	-9	1	1	1	0	0	0	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
15	99	99	15	99	99	12160	1	2	40	2	1	0	1	0	0	0	1	0	-8	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	0	1	3	3	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	1	-9	0	-9	0	0	1	-9	0	-9	0	1	4	-9	1	-9	-9	1	2	2	-9	1	1	0
11	133	133	11	133	133	11477	1	2	44	2	1	1	0	0	0	1	1	1	0	1	1	3	3	1	2	1	1	3	1	3	2	0	1	-9	0	-9	1	1	0	3	-9	3	-9	1	1	3	1	3	1	1	0	1	-9	1	-9	1	1	1	1	3	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	10	-9	-9	10	-9	-9	1	1	4	-9	1	1	0
8	40	40	333	3132	40	10916	1	2	43	3	1	0	0	0	0	0	1	0	0	1	1	1	1	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	1	2	1	0	0	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	3	-9	-9	2	1	4	-9	0	-9	0
4	114	114	4	3164	114	10557	2	4	39	2	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	1	2	0
11	55	55	11	55	55	11414	1	2	43	2	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	-9	0	-9	0	1	-9	0	-9	1	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	2	-9	0	-9	0
10	79	79	28	4027	79	11224	1	2	40	2	0	0	0	0	0	0	0	0	1	1	1	2	2	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	0	0	1	1	3	3	1	1	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	2	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	10	3	-9	1	1	4	-9	0	-9	0
8	132	132	8	132	132	10986	2	2	45	2	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	2	1	2	1	0	1	-9	2	-9	1	0	1	-9	1	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	3	-9	0	-9	0
11	21	21	11	21	21	11387	1	2	44	2	1	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	1	1	1	1	0	0	1	0	1	-9	0	-9	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	9	-9	1	3	0
11	23	23	11	23	23	11389	1	1	44	2	0	0	0	0	0	0	0	1	0	1	1	2	0	2	0	1	1	3	2	2	2	0	1	-9	2	-9	2	1	1	3	3	2	3	1	1	3	3	3	3	1	1	2	2	2	2	1	1	2	2	2	2	1	1	3	3	1	3	1	1	2	2	0	2	1	1	2	2	0	2	1	1	2	2	0	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	0	0	1	0	1	-9	0	-9	1	4	-9	4	-9	-9	2	2	3	-9	1	1	1
8	6	6	8	6	6	10895	1	2	40	2	1	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	1	0	1	-9	1	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	2	-9	-9	9	-9	-9	1	1	2	-9	0	-9	0
6	136	136	6	136	136	10726	1	1	40	2	1	0	1	1	0	0	1	1	0	1	1	1	3	1	3	1	1	3	3	3	3	1	0	1	-9	0	-9	1	0	3	-9	3	-9	1	1	1	1	3	1	1	0	1	-9	3	-9	1	0	1	-9	2	-9	1	1	0	0	3	1	1	1	0	0	1	1	1	0	0	-9	3	-9	1	0	0	-9	3	-9	1	1	0	0	2	2	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	1	-9	-9	5	-9	-9	2	2	4	-9	0	-9	0
16	43	43	16	43	43	12187	1	2	50	2	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	8	-9	0	-9	0
13	295	295	13	295	295	11796	1	2	38	2	1	1	1	1	1	0	0	0	0	1	1	2	2	2	2	1	1	3	3	3	3	0	1	-9	1	-9	0	1	1	2	2	3	3	1	1	2	1	3	3	1	1	3	3	3	3	1	0	1	-9	3	-9	0	1	-9	1	-9	3	1	1	1	3	1	1	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	1	1	0	1	1	1	1	1	1	1	2	2	0	1	-9	1	-9	0	0	1	-9	1	-9	0	2	4	-9	2	-9	-9	1	2	4	-9	1	2	1
14	122	122	14	122	122	12074	1	2	45	2	1	0	1	0	0	0	0	1	0	1	0	1	-9	1	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	1	2	0
11	42	42	11	42	42	11403	1	2	45	2	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-9	1	-9	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	3	-9	0	-9	0
6	107	107	6	107	107	10699	1	2	36	2	1	1	1	0	0	0	1	1	0	1	1	3	3	3	3	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	3	-9	0	-9	1	1	3	1	3	1	1	1	3	1	3	1	1	0	1	-9	0	-9	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	-9	0	-9	0	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	4	-9	-9	4	-9	-9	2	2	4	-9	0	-9	0
14	114	114	14	114	114	12066	1	2	46	3	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	0	0	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
1	185	185	1	185	185	10137	1	2	44	2	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	3	3	0	0	0	0	-9	-9	-9	-9	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	1	1	1	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
11	52	52	11	52	52	11411	2	2	41	2	1	0	1	0	0	0	0	1	0	0	1	-9	1	-9	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	6	-9	0	-9	0
11	139	139	321	139	139	11482	1	2	48	2	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	1	2	1	-9	0	-9	0
1	120	120	1	120	120	10083	1	1	52	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
10	49	49	207	49	49	11204	1	2	40	2	0	1	0	0	0	1	0	0	0	1	1	1	1	2	1	1	1	1	0	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	1	0	0	2	0	1	0	1	-9	3	-9	1	1	1	1	0	2	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	0	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	-9	-9	-9	-9	-9	1	2	4	-9	0	-9	0
6	101	101	232	2188	101	10695	1	2	45	2	1	0	1	1	1	0	1	0	0	1	1	2	1	3	1	1	1	1	1	2	1	0	0	-9	-9	-9	-9	0	1	-9	2	-9	1	1	1	1	1	0	0	1	0	1	-9	2	-9	0	0	-9	-9	-9	-9	1	1	0	0	1	2	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	2	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	10	-9	-9	-9	-9	-9	2	2	4	-9	0	-9	0
3	175	175	3	175	175	10343	1	1	49	2	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	1	0	0	-9	0	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	0
8	45	45	333	3153	45	10920	1	2	46	2	1	0	0	0	1	0	1	0	0	0	0	-9	-9	-9	-9	1	1	2	2	0	0	0	0	-9	-9	-9	-9	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	0	0	-9	-9	-9	-9	1	1	1	1	0	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	1	1	4	-9	0	-9	0
3	202	202	3	202	202	10370	1	2	48	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	6	-9	0	-9	0
13	436	436	13	436	436	11912	1	4	39	2	0	0	1	1	1	0	1	-8	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	1	1	1	0	0	0	0	0	-9	-9	-9	-9	1	1	0	0	0	0	1	1	1	1	0	0	0	1	-9	0	-9	0	0	1	-9	1	-9	0	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	1	-9	1	-9	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	10	-9	-9	-9	-9	-9	2	2	4	-9	0	-9	0
13	411	411	310	411	411	11889	1	1	44	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	0
13	434	434	13	3258	434	11910	1	5	41	2	1	0	0	0	0	0	0	0	-8	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	1	-9	3	-9	0	0	1	-9	3	-9	3	0	0	-9	-9	-9	-9	1	0	3	-9	2	-9	1	1	2	2	2	2	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	1	-9	3	-9	3	1	1	0	0	0	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	5	-9	-9	2	2	2	-9	0	-9	0
2	104	104	2	104	104	10213	1	2	39	2	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	0	-9	1	-9	1	0	0	-9	1	-9	1	0	0	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	2	1
26	7	7	26	7	7	12789	1	2	48	2	1	0	0	1	0	0	0	0	0	1	1	3	3	3	3	1	1	3	3	3	3	0	0	-9	-9	-9	-9	1	0	3	-9	3	-9	1	1	3	3	3	3	1	0	2	-9	2	-9	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	1	1	0	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	2	4	-9	1	1	4	-9	1	3	0
28	128	128	28	128	128	13010	1	2	45	2	1	0	0	0	0	0	0	1	0	1	1	3	3	3	3	1	1	2	2	2	2	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
13	514	514	13	514	514	11971	1	1	42	2	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	-9	0	-9	1	0	0	-9	-9	-9	-9	1	1	3	0	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	1	3	0	3	0	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	-9	0	-9	0
17	213	213	17	213	213	12424	2	2	47	2	1	0	1	0	0	0	0	0	0	1	1	2	2	2	2	1	1	1	1	1	2	0	0	-9	-9	-9	-9	1	1	1	1	2	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	4	-9	0	-9	0
30	46	46	30	46	46	13192	1	2	46	2	0	1	1	0	0	0	1	1	0	1	1	3	3	3	3	1	1	1	1	1	1	0	0	-9	-9	-9	-9	1	0	2	-9	2	-9	1	1	1	1	2	2	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	1	-9	1	-9	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
28	44	44	238	44	44	12944	1	2	42	2	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	4	-9	1	3	0
17	76	76	17	76	76	12320	1	2	39	2	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	2	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	1	1	0
3	273	273	3	273	273	10436	1	2	50	2	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	1	2	2	1	1	1	0	2	-9	1	-9	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
28	59	59	28	3029	59	12956	1	2	36	2	1	0	0	0	0	0	0	1	0	1	1	2	2	2	2	1	1	2	2	2	2	0	0	-9	-9	-9	-9	0	1	-9	2	-9	2	0	1	-9	1	-9	1	1	0	1	-9	1	-9	1	0	1	-9	1	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	85	85	13	85	85	11650	1	2	42	2	1	1	0	0	0	0	1	0	0	1	1	2	2	2	2	1	1	2	1	1	2	0	0	-9	-9	-9	-9	1	1	2	1	2	2	1	1	1	2	3	2	1	1	1	1	2	2	1	1	1	1	1	1	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
28	51	51	28	51	51	12950	1	1	41	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	0
13	353	353	13	353	353	11838	1	2	50	2	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	-9	0	-9	0	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	1	1	1	0	0	1	0	1	-9	0	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	1	0	1	-9	0	-9	1	0	1	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	1	1	4	-9	0	-9	0
10	88	88	10	88	88	11233	1	2	45	2	1	0	0	0	0	0	0	1	0	1	1	2	2	2	2	1	1	0	2	0	2	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	1	0	1	-9	1	-9	1	0	2	-9	2	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	4	-9	0	-9	0
13	75	75	13	2490	75	11642	1	2	44	2	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	-9	-9	-9	-9	0	1	-9	2	-9	0	0	0	-9	-9	-9	-9	0	1	-9	2	-9	0	0	0	-9	-9	-9	-9	1	0	0	-9	0	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	8	-9	0	-9	0
