basebrgy	basehhno	basewman	uncmomid	uncchdid	MOMCH07	linenumb	relhead	relmom	relindex	sex	monbirth	yearbirt	age	gradecom	vocation	inschool
30	15	15	13166	23166	1	4	4	4	34	1	8	1983	24	11	0	0
30	15	15	13166	23166	1	5	4	4	6	1	9	1980	27	-9	0	-9
30	15	15	13166	23166	1	6	20	20	22	2	10	1982	25	-9	0	-9
30	32	32	13179	23179	2	1	0	1	2	1	5	1963	44	-9	0	-9
30	32	32	13179	23179	2	2	1	0	3	2	3	1966	41	6	0	0
30	32	32	13179	23179	2	3	4	4	6	1	1	1986	21	-9	0	-9
30	32	32	13179	23179	2	4	4	4	6	1	10	1988	19	-9	0	-9
30	32	32	13179	23179	2	5	5	5	7	2	2	1990	17	-9	0	-9
30	32	32	13179	23179	2	6	4	4	6	1	12	1993	14	-9	0	-9
30	32	32	13179	23179	2	7	5	5	7	2	7	1999	8	-9	0	-9
30	32	32	13179	23179	2	8	5	5	7	2	8	2003	4	-9	0	-9
31	37	37	13229	23229	2	1	0	0	3	2	6	1955	52	3	0	0
31	37	37	13229	23229	2	2	1	1	2	1	4	1952	55	-9	0	-9
31	37	37	13229	23229	2	3	5	5	7	2	5	1991	16	-9	0	-9
31	37	37	13229	23229	2	4	4	4	6	1	5	1993	14	-9	0	-9
31	37	37	13229	23229	2	5	8	8	15	1	6	1999	8	-9	0	-9
30	5	5	13158	23158	1	1	0	1	2	1	9	1943	64	-9	0	-9
30	5	5	13158	23158	1	2	1	0	3	2	7	1945	62	3	0	0
9	227	227	11183	21183	1	3	5	5	34	2	3	1984	23	12	0	0
9	227	227	11183	21183	1	4	4	4	6	1	12	1985	22	-9	0	-9
10	243	243	11365	21365	1	1	0	1	2	1	12	1958	48	-9	0	-9
10	243	243	11365	21365	1	2	1	0	3	2	11	1961	45	11	0	0
10	243	243	11365	21365	1	3	4	4	34	1	12	1983	23	15	0	0
10	243	243	11365	21365	1	4	4	4	6	1	5	1986	21	-9	0	-9
9	96	96	11068	21068	1	1	0	1	2	1	1	1964	43	-9	0	-9
9	96	96	11068	21068	1	2	1	0	3	2	8	1967	40	6	0	0
9	96	96	11068	21068	1	3	4	4	34	1	10	1983	24	15	0	0
9	96	96	11068	21068	1	4	4	4	6	1	4	1989	19	-9	0	-9
9	96	96	11068	21068	1	5	4	4	6	1	3	1991	17	-9	0	-9
9	96	96	11068	21068	1	6	4	4	6	1	3	1994	13	-9	0	-9
9	96	96	11068	21068	1	7	4	4	6	1	5	1996	11	-9	0	-9
9	96	96	11068	21068	1	8	5	5	7	2	7	1998	9	-9	0	-9
9	96	96	11068	21068	1	9	4	4	6	1	9	2000	7	-9	0	-9
9	96	96	11068	21068	1	10	4	4	6	1	6	2003	4	-9	0	-9
9	96	96	11068	21068	1	11	4	4	6	1	2	2006	1	-9	0	-9
9	96	96	11068	21068	1	12	4	4	6	1	4	1985	22	-9	0	-9
10	174	174	11298	21298	1	1	0	1	2	1	6	1956	51	-9	0	-9
10	174	174	11298	21298	1	2	1	0	3	2	4	1959	48	9	0	0
10	174	174	11298	21298	1	3	4	4	6	1	4	1981	26	-9	0	-9
10	174	174	11298	21298	1	4	5	5	34	2	11	1983	24	13	0	0
10	174	174	11298	21298	1	5	4	4	6	1	4	1985	22	-9	0	-9
10	174	174	11298	21298	1	6	4	4	6	1	7	1989	18	-9	0	-9
10	174	174	11298	21298	1	7	4	4	6	1	6	1990	17	-9	0	-9
10	174	174	11298	21298	1	8	4	4	6	1	4	1992	15	-9	0	-9
10	174	174	11298	21298	1	9	5	5	7	2	9	1995	12	-9	0	-9
10	174	174	11298	21298	1	10	4	4	6	1	1	1997	10	-9	0	-9
9	38	38	11018	21018	2	1	0	1	2	1	8	1957	50	-9	0	-9
9	38	38	11018	21018	2	2	1	0	3	2	2	1965	42	6	0	0
9	38	38	11018	21018	2	3	4	4	6	1	5	1985	22	-9	0	-9
9	38	38	11018	21018	2	4	4	4	6	1	2	1988	19	-9	0	-9
9	38	38	11018	21018	2	5	5	5	7	2	5	1991	16	-9	0	-9
9	38	38	11018	21018	2	6	4	4	6	1	5	1993	14	-9	0	-9
9	38	38	11018	21018	2	7	4	4	6	1	9	1996	11	-9	0	-9
9	38	38	11018	21018	2	8	5	5	7	2	8	1999	8	-9	0	-9
11	137	137	11480	21480	2	1	0	1	2	1	3	1957	50	-9	0	-9
11	137	137	11480	21480	2	2	1	0	3	2	9	1963	44	3	0	0
11	137	137	11480	21480	2	3	5	5	7	2	3	2000	7	-9	0	-9
9	126	126	11091	21091	1	1	0	1	2	1	5	1962	44	-9	0	-9
11	137	137	11480	21480	2	4	16	27	14	2	10	1989	18	-9	0	-9
9	126	126	11091	21091	1	2	1	0	3	2	9	1967	40	5	0	0
9	126	126	11091	21091	1	3	5	5	7	2	1	1988	19	-9	0	-9
9	126	126	11091	21091	1	4	4	4	6	1	6	1992	15	-9	0	-9
9	126	126	11091	21091	1	5	5	5	7	2	2	1994	13	-9	0	-9
9	126	126	11091	21091	1	6	5	5	7	2	7	1995	12	-9	0	-9
9	126	126	11091	21091	1	7	5	5	7	2	12	1996	10	-9	0	-9
9	126	126	11091	21091	1	8	4	4	6	1	8	2003	4	-9	0	-9
11	86	86	11435	21435	2	1	0	0	3	2	9	1958	49	5	0	0
11	86	86	11435	21435	2	2	5	5	7	2	1	1980	27	-9	0	-9
11	86	86	11435	21435	2	3	5	5	7	2	10	1993	14	-9	0	-9
11	86	86	11435	21435	2	4	4	4	6	1	1	1996	11	-9	0	-9
11	86	86	11435	21435	2	5	5	5	7	2	5	2001	6	-9	0	-9
10	68	68	11218	21218	2	1	0	0	3	2	3	1957	50	14	0	0
9	50	50	11030	21030	2	1	0	1	2	1	8	1953	54	-9	0	-9
9	50	50	11030	21030	2	2	1	0	3	2	7	1960	47	8	0	0
9	50	50	11030	21030	2	3	5	5	7	2	6	1985	22	-9	0	-9
9	50	50	11030	21030	2	4	5	5	7	2	7	1988	19	-9	0	-9
9	50	50	11030	21030	2	5	4	4	6	1	3	1995	12	-9	0	-9
9	50	50	11030	21030	2	6	5	5	7	2	10	1997	10	-9	0	-9
9	50	50	11030	21030	2	7	5	5	7	2	10	1999	8	-9	0	-9
9	156	156	11121	21121	1	1	0	1	2	1	3	1960	47	-9	0	-9
9	156	156	11121	21121	1	2	1	0	3	2	7	1964	45	5	0	0
9	156	156	11121	21121	1	3	5	5	7	2	8	1982	25	-9	0	-9
9	156	156	11121	21121	1	4	4	4	6	1	4	1985	22	-9	0	-9
9	156	156	11121	21121	1	5	4	4	6	1	1	1987	20	-9	0	-9
9	156	156	11121	21121	1	6	5	5	34	2	9	1983	24	15	0	0
9	156	156	11121	21121	1	7	19	19	21	1	-8	-8	-8	-9	0	-9
26	67	67	13324	23324	2	1	0	0	3	2	1	1964	43	6	0	0
26	67	67	13324	23324	2	2	5	5	7	2	10	1993	14	-9	0	-9
26	7	7	12789	22789	1	1	0	1	2	1	10	1951	56	-9	0	-9
26	7	7	12789	22789	1	2	1	0	3	2	11	1953	54	11	0	0
26	7	7	12789	22789	1	3	4	4	34	1	7	1983	24	12	0	0
26	7	7	12789	22789	1	4	20	20	1	2	9	1989	18	-9	0	-9
26	7	7	12789	22789	1	5	5	5	7	2	1	1990	17	-9	0	-9
26	7	7	12789	22789	1	6	19	19	21	1	3	1987	20	-9	0	-9
26	7	7	12789	22789	1	7	8	8	15	1	8	2007	0	-9	0	-9
26	50	50	12828	22828	1	1	0	0	3	2	9	1954	53	1	0	0
26	50	50	12828	22828	1	2	4	4	34	1	10	1983	24	9	0	0
26	50	50	12828	22828	1	3	20	20	1	2	4	1987	20	-9	0	-9
26	50	50	12828	22828	1	4	9	9	5	2	5	2006	1	-9	0	-9
27	80	80	12910	22910	1	1	0	1	2	1	12	1940	66	-9	0	-9
27	80	80	12910	22910	1	2	1	0	3	2	3	1940	67	0	0	0
27	80	80	12910	22910	1	3	5	5	-9	2	2	1984	23	0	0	0
27	80	80	12910	22910	1	4	5	5	7	2	6	1978	29	-9	0	-9
27	80	80	12910	22910	1	5	8	8	15	1	6	1997	10	-9	0	-9
27	80	80	12910	22910	1	6	8	8	15	1	5	2000	7	-9	0	-9
27	80	80	12910	22910	1	7	8	8	15	1	10	2001	6	-9	0	-9
27	80	80	12910	22910	1	8	9	9	16	2	12	2004	3	-9	0	-9
27	80	80	12910	22910	1	9	4	4	6	1	8	1986	21	-9	0	-9
27	80	80	12910	22910	1	10	20	20	22	2	12	1989	17	-9	0	-9
26	51	51	12829	22829	2	1	0	1	2	1	3	1950	57	-9	0	-9
26	51	51	12829	22829	2	2	1	0	3	2	1	1948	59	5	0	0
26	51	51	12829	22829	2	3	5	5	7	2	9	1981	26	-9	0	-9
26	51	51	12829	22829	2	4	19	19	21	1	6	1972	35	-9	0	-9
26	51	51	12829	22829	2	5	8	8	15	1	9	1996	11	-9	0	-9
26	51	51	12829	22829	2	6	9	9	16	2	1	1998	9	-9	0	-9
26	51	51	12829	22829	2	7	9	9	16	2	12	1998	8	-9	0	-9
26	51	51	12829	22829	2	8	8	8	15	1	6	2003	4	-9	0	-9
26	51	51	12829	22829	2	9	9	9	16	2	11	2005	2	-9	0	-9
26	51	51	12829	22829	2	10	31	47	26	1	5	1995	12	-9	0	-9
26	56	56	12834	22834	1	1	0	1	2	1	10	1958	49	-9	0	-9
26	56	56	12834	22834	1	2	1	0	3	2	2	1959	48	4	0	0
26	56	56	12834	22834	1	3	5	5	7	2	2	1979	28	-9	0	-9
26	56	56	12834	22834	1	4	4	4	-9	1	3	1984	23	11	0	0
26	56	56	12834	22834	1	5	4	4	6	1	9	1989	18	-9	0	-9
26	56	56	12834	22834	1	6	5	5	7	2	9	1992	15	-9	0	-9
26	56	56	12834	22834	1	7	4	4	6	1	3	1994	13	-9	0	-9
26	56	56	12834	22834	1	8	4	4	6	1	11	1996	11	-9	0	-9
26	56	56	12834	22834	1	9	5	5	7	2	4	1999	8	-9	0	-9
26	56	56	12834	22834	1	10	5	5	7	2	11	2000	7	-9	0	-9
26	56	56	12834	22834	1	11	4	4	6	1	4	1980	27	-9	0	-9
26	56	56	12834	22834	1	12	20	20	22	2	7	1985	22	-9	0	-9
26	56	56	12834	22834	1	13	8	8	15	1	3	2005	2	-9	0	-9
26	56	56	12834	22834	1	14	8	8	15	1	2	2007	0	-9	0	-9
26	56	56	12834	22834	1	15	4	4	6	1	4	1986	21	-9	0	-9
26	56	56	12834	22834	1	16	20	20	22	2	8	1989	18	-9	0	-9
26	56	56	12834	22834	1	17	8	8	15	1	10	2007	0	-9	0	-9
26	56	56	12834	22834	1	18	4	4	6	1	12	1990	17	-9	0	-9
26	56	56	12834	22834	1	19	20	20	22	2	12	1989	18	-9	0	-9
31	49	49	13241	23241	2	1	0	1	2	1	3	1961	46	-9	0	-9
31	49	49	13241	23241	2	2	1	0	3	2	10	1963	44	0	0	0
31	49	49	13241	23241	2	3	5	5	7	2	9	1993	14	-9	0	-9
31	49	49	13241	23241	2	4	19	19	21	1	12	1982	24	-9	0	-9
31	49	49	13241	23241	2	5	5	5	7	2	3	1987	20	-9	0	-9
31	49	49	13241	23241	2	6	9	9	16	2	11	2005	1	-9	0	-9
12	110	110	11603	21603	2	1	0	1	2	1	5	1951	56	-9	0	-9
12	110	110	11603	21603	2	2	1	0	3	2	2	1954	53	9	0	0
12	110	110	11603	21603	2	3	5	5	7	2	5	1973	34	-9	0	-9
12	110	110	11603	21603	2	4	5	5	7	2	1	1975	32	-9	0	-9
12	110	110	11603	21603	2	5	9	9	16	2	7	1994	13	-9	0	-9
12	110	110	11603	21603	2	6	8	8	15	1	10	2001	6	-9	0	-9
12	93	93	11591	21591	1	1	0	0	3	2	4	1954	53	11	0	0
12	93	93	11591	21591	1	2	5	5	34	2	9	1983	24	15	0	0
31	45	45	13237	23237	1	1	0	1	2	1	11	1956	50	-9	0	-9
12	93	93	11591	21591	1	3	5	5	7	2	2	1985	22	-9	0	-9
31	45	45	13237	23237	1	2	1	0	3	2	9	1958	49	5	0	0
31	45	45	13237	23237	1	3	4	4	6	1	5	1978	29	-9	0	-9
12	93	93	11591	21591	1	4	16	16	14	2	2	1988	19	-9	0	-9
31	45	45	13237	23237	1	4	5	5	34	2	2	1984	23	6	0	0
31	45	45	13237	23237	1	5	4	4	6	1	2	1986	21	-9	0	-9
31	45	45	13237	23237	1	6	4	4	6	1	11	1994	13	-9	0	-9
31	12	12	13210	23210	2	1	0	1	2	1	10	1958	48	-9	0	-9
31	12	12	13210	23210	2	2	1	0	3	2	4	1963	44	6	0	0
31	12	12	13210	23210	2	3	5	5	7	2	7	1988	19	-9	0	-9
31	12	12	13210	23210	2	4	4	4	6	1	10	1990	17	-9	0	-9
31	12	12	13210	23210	2	5	5	5	7	2	4	1992	15	-9	0	-9
12	55	55	11562	21562	1	1	0	1	2	1	1	1949	58	-9	0	-9
12	55	55	11562	21562	1	2	1	0	3	2	2	1952	55	15	0	0
12	55	55	11562	21562	1	3	4	4	34	1	6	1983	24	16	0	0
26	56	56	12834	22834	1	20	31	31	31	2	8	1990	17	-9	0	-9
27	73	73	12904	22904	2	1	0	0	3	2	5	1960	47	6	0	0
27	73	73	12904	22904	2	2	16	16	14	2	7	1967	40	-9	0	-9
27	73	73	12904	22904	2	3	16	16	14	2	10	1990	17	-9	0	-9
26	13	13	12794	22794	1	1	0	1	2	1	12	1940	66	-9	0	-9
26	13	13	12794	22794	1	2	1	0	3	2	11	1940	66	3	0	0
26	13	13	12794	22794	1	3	4	4	6	1	1	1976	31	-9	0	-9
26	13	13	12794	22794	1	4	4	4	34	1	6	1983	24	9	0	0
11	64	64	11421	21421	2	1	0	0	3	2	11	1960	46	3	0	0
11	64	64	11421	21421	2	2	1	1	2	1	7	1950	57	-9	0	-9
11	64	64	11421	21421	2	3	8	8	4	1	9	2003	4	-9	0	-9
27	62	62	12894	22894	2	1	0	1	2	1	6	1950	57	-9	0	-9
27	62	62	12894	22894	2	2	1	0	3	2	4	1955	52	3	0	0
27	62	62	12894	22894	2	3	4	4	6	1	9	1976	31	-9	0	-9
27	62	62	12894	22894	2	4	5	5	7	2	1	1982	25	-9	0	-9
27	62	62	12894	22894	2	5	4	4	6	1	4	1986	21	-9	0	-9
27	62	62	12894	22894	2	6	5	5	7	2	9	1988	19	-9	0	-9
27	62	62	12894	22894	2	7	4	4	6	1	11	1991	16	-9	0	-9
27	62	62	12894	22894	2	8	4	4	6	1	1	1994	13	-9	0	-9
27	62	62	12894	22894	2	9	4	4	6	1	3	1996	11	-9	0	-9
27	62	62	12894	22894	2	10	9	9	16	2	3	1999	8	-9	0	-9
27	62	62	12894	22894	2	11	9	9	16	2	11	2000	7	-9	0	-9
27	85	85	12915	22915	2	1	0	1	2	1	9	1956	51	-9	0	-9
27	85	85	12915	22915	2	2	1	0	3	2	1	1960	47	4	0	0
27	85	85	12915	22915	2	3	4	4	6	1	11	1978	29	-9	0	-9
27	85	85	12915	22915	2	4	5	5	7	2	10	1982	25	-9	0	-9
27	85	85	12915	22915	2	5	5	5	7	2	4	1985	22	-9	0	-9
27	85	85	12915	22915	2	6	5	5	7	2	7	1986	21	-9	0	-9
27	85	85	12915	22915	2	7	4	4	6	1	12	1987	19	-9	0	-9
27	85	85	12915	22915	2	8	5	5	7	2	10	1977	30	-9	0	-9
27	85	85	12915	22915	2	9	19	19	21	1	-8	1978	29	-9	0	-9
27	85	85	12915	22915	2	10	9	9	16	2	11	2001	6	-9	0	-9
27	85	85	12915	22915	2	11	9	9	16	2	12	2003	4	-9	0	-9
27	85	85	12915	22915	2	12	8	8	15	1	2	1998	9	-9	0	-9
11	129	129	11473	21473	1	1	0	1	2	1	7	1962	45	-9	0	-9
11	129	129	11473	21473	1	2	1	0	3	2	5	1960	47	10	0	0
11	129	129	11473	21473	1	3	4	4	34	1	1	1984	23	11	0	0
27	50	50	12884	22884	2	1	0	1	2	1	3	1958	49	-9	0	-9
27	50	50	12884	22884	2	2	1	0	3	2	12	1960	47	3	0	0
27	50	50	12884	22884	2	3	5	5	7	2	5	1987	20	-9	0	-9
27	50	50	12884	22884	2	4	5	5	7	2	6	1989	18	-9	0	-9
27	50	50	12884	22884	2	5	5	5	7	2	3	1991	16	-9	0	-9
27	50	50	12884	22884	2	6	4	4	6	1	6	1993	14	-9	0	-9
27	50	50	12884	22884	2	7	4	4	6	1	12	1996	10	-9	0	-9
27	50	50	12884	22884	2	8	5	5	7	2	7	1999	8	-9	0	-9
27	50	50	12884	22884	2	9	5	5	7	2	7	2003	4	-9	0	-9
27	50	50	12884	22884	2	10	5	5	7	2	4	1985	22	-9	0	-9
27	50	50	12884	22884	2	11	8	8	15	1	9	2007	0	-9	0	-9
27	41	41	12878	22878	1	1	0	1	2	1	4	1959	48	-9	0	-9
27	41	41	12878	22878	1	2	1	0	3	2	4	1963	44	6	0	0
27	41	41	12878	22878	1	3	5	5	34	2	10	1983	24	16	0	0
27	41	41	12878	22878	1	4	4	4	6	1	8	1991	16	-9	0	-9
27	41	41	12878	22878	1	5	4	4	6	1	7	1995	12	-9	0	-9
27	41	41	12878	22878	1	6	5	5	7	2	2	2002	5	-9	0	-9
27	41	41	12878	22878	1	7	3	18	11	2	12	1932	75	-9	0	-9
11	159	159	11497	21497	1	1	0	0	3	2	1	1957	50	6	0	0
11	159	159	11497	21497	1	2	4	4	34	1	1	1984	23	11	0	0
11	159	159	11497	21497	1	3	4	4	6	1	9	1991	16	-9	0	-9
11	159	159	11497	21497	1	4	4	4	6	1	7	1994	13	-9	0	-9
11	159	159	11497	21497	1	5	4	4	6	1	10	1996	11	-9	0	-9
11	159	159	11497	21497	1	6	5	5	7	2	6	1999	8	-9	0	-9
11	159	159	11497	21497	1	7	9	9	16	2	5	1999	8	-9	0	-9
11	159	159	11497	21497	1	8	15	15	14	1	6	1980	27	-9	0	-9
11	159	159	11497	21497	1	9	15	15	14	1	9	1984	23	-9	0	-9
27	39	39	12877	22877	1	1	0	1	2	1	10	1943	64	-9	0	-9
27	39	39	12877	22877	1	2	1	0	3	2	12	1946	60	4	0	0
27	39	39	12877	22877	1	3	4	4	6	1	9	1981	26	-9	0	-9
27	39	39	12877	22877	1	4	20	20	22	2	2	1982	25	-9	0	-9
27	39	39	12877	22877	1	5	8	8	15	1	10	2005	2	-9	0	-9
27	39	39	12877	22877	1	6	5	5	34	2	9	1983	24	11	0	0
27	39	39	12877	22877	1	7	19	19	1	1	3	1981	26	-9	0	-9
27	39	39	12877	22877	1	8	9	9	5	2	1	2003	4	-9	0	-9
27	39	39	12877	22877	1	9	4	4	6	1	3	1986	21	-9	0	-9
27	39	39	12877	22877	1	10	20	20	22	2	6	1988	19	-9	0	-9
27	39	39	12877	22877	1	11	8	8	15	1	12	2007	0	-9	0	-9
27	33	33	12872	22872	2	1	0	0	3	2	7	1960	47	9	0	0
27	33	33	12872	22872	2	2	4	4	6	1	6	1981	26	-9	0	-9
27	33	33	12872	22872	2	3	5	5	7	2	10	1987	20	-9	0	-9
27	33	33	12872	22872	2	4	4	4	6	1	1	1990	17	-9	0	-9
11	52	52	11411	21411	2	1	0	1	2	1	2	1957	50	-9	0	-9
11	52	52	11411	21411	2	2	1	0	3	2	12	1960	46	6	0	0
11	52	52	11411	21411	2	3	5	5	7	2	6	1989	18	-9	0	-9
27	49	49	12883	22883	2	1	0	1	2	1	2	1952	55	-9	0	-9
27	49	49	12883	22883	2	2	1	0	3	2	1	1953	54	6	0	0
27	49	49	12883	22883	2	3	5	5	7	2	6	1992	15	-9	0	-9
27	49	49	12883	22883	2	4	8	8	15	1	3	2006	1	-9	0	-9
10	239	239	11361	21361	2	1	0	1	38	1	2	1967	40	-9	0	-9
10	239	239	11361	21361	2	2	1	0	3	2	6	1962	45	8	0	0
27	36	36	12875	22875	2	1	0	1	2	1	2	1960	47	-9	0	-9
27	36	36	12875	22875	2	2	1	0	3	2	9	1964	43	6	0	0
12	55	55	11562	21562	1	4	4	4	6	1	12	1973	33	-9	0	-9
12	55	55	11562	21562	1	5	20	20	22	2	6	1981	26	-9	0	-9
12	55	55	11562	21562	1	6	9	9	16	2	1	2007	0	-9	0	-9
12	55	55	11562	21562	1	7	4	4	6	1	4	1977	30	-9	0	-9
12	55	55	11562	21562	1	8	20	20	22	2	12	1985	22	-9	0	-9
12	55	55	11562	21562	1	9	9	9	16	2	5	2003	4	-9	0	-9
12	55	55	11562	21562	1	10	9	9	16	2	7	2004	3	-9	0	-9
12	55	55	11562	21562	1	11	9	9	16	2	6	2005	2	-9	0	-9
31	4	4	13203	23203	1	1	0	1	2	1	11	1953	54	-9	0	-9
31	4	4	13203	23203	1	2	1	0	3	2	12	1956	51	5	0	0
31	4	4	13203	23203	1	3	4	4	6	1	1	1996	11	-9	0	-9
31	4	4	13203	23203	1	4	5	5	7	2	1	1996	11	-9	0	-9
31	4	4	13203	23203	1	5	4	4	6	1	3	1998	9	-9	0	-9
31	4	4	13203	23203	1	6	5	5	34	2	5	1983	24	8	0	0
31	4	4	13203	23203	1	7	8	8	4	1	1	2002	5	-9	0	-9
31	4	4	13203	23203	1	8	9	9	5	2	3	2003	4	-9	0	-9
31	4	4	13203	23203	1	9	9	9	5	2	12	2004	3	-9	0	-9
12	86	86	11585	21585	2	1	0	0	3	2	3	1949	58	15	0	0
31	57	57	13248	23248	1	1	0	1	2	1	1	1960	47	-9	0	-9
31	57	57	13248	23248	1	2	1	0	3	2	3	1963	44	3	0	0
31	57	57	13248	23248	1	3	5	5	34	2	1	1984	23	14	0	0
31	57	57	13248	23248	1	4	5	5	7	2	7	1985	22	-9	0	-9
31	57	57	13248	23248	1	5	5	5	7	2	11	1989	18	-9	0	-9
31	57	57	13248	23248	1	6	4	4	6	1	12	1991	15	-9	0	-9
31	57	57	13248	23248	1	7	4	4	6	1	8	2000	7	-9	0	-9
12	86	86	11585	21585	2	3	5	5	7	2	10	1987	20	-9	0	-9
12	86	86	11585	21585	2	4	5	5	7	2	2	1976	31	-9	0	-9
12	86	86	11585	21585	2	5	9	9	16	2	3	1998	9	-9	0	-9
12	86	86	11585	21585	2	6	9	9	16	2	2	1999	8	-9	0	-9
31	57	57	13248	23248	1	8	27	16	14	2	4	1991	16	-9	0	-9
14	75	75	12030	22030	2	4	4	4	6	1	3	1982	25	-9	0	-9
14	75	75	12030	22030	2	3	4	4	6	1	7	1985	22	-9	0	-9
14	89	89	12044	22044	2	1	0	0	3	2	11	1952	55	2	0	0
14	89	89	12044	22044	2	2	5	5	7	2	10	1979	28	-9	0	-9
14	89	89	12044	22044	2	3	4	4	6	1	6	1990	17	-9	0	-9
14	78	78	12033	22033	1	1	0	1	2	1	1	1960	47	-9	0	-9
14	78	78	12033	22033	1	2	1	0	3	2	4	1958	49	8	0	0
14	78	78	12033	22033	1	3	5	5	34	2	10	1983	24	14	0	0
14	78	78	12033	22033	1	4	5	5	7	2	10	1991	16	-9	0	-9
14	78	78	12033	22033	1	5	5	5	7	2	5	1996	11	-9	0	-9
14	68	68	12025	22025	1	1	0	0	3	2	1	1955	52	9	0	0
14	68	68	12025	22025	1	2	5	5	7	2	11	1981	26	-9	0	-9
14	68	68	12025	22025	1	3	5	5	34	2	12	1983	23	15	0	0
14	68	68	12025	22025	1	4	5	5	7	2	8	1985	22	-9	0	-9
14	68	68	12025	22025	1	5	5	5	7	2	11	1987	20	-9	0	-9
14	68	68	12025	22025	1	6	4	4	6	1	2	1990	17	-9	0	-9
14	68	68	12025	22025	1	7	4	4	6	1	10	1992	15	-9	0	-9
14	50	50	12014	22014	2	1	0	1	2	1	2	1954	53	-9	0	-9
14	50	50	12014	22014	2	2	1	0	3	2	6	1953	54	10	0	0
14	50	50	12014	22014	2	3	4	4	6	1	10	1979	28	-9	0	-9
14	50	50	12014	22014	2	4	5	5	7	2	2	1982	25	-9	0	-9
14	50	50	12014	22014	2	5	5	5	7	2	11	1984	22	-9	0	-9
14	50	50	12014	22014	2	6	4	4	6	1	9	1988	19	-9	0	-9
14	50	50	12014	22014	2	7	4	4	6	1	1	1990	17	-9	0	-9
14	112	112	12064	22064	2	1	0	1	2	1	11	1958	49	-9	0	-9
14	112	112	12064	22064	2	2	1	0	3	2	11	1961	46	15	0	0
14	112	112	12064	22064	2	3	4	4	6	1	11	1987	20	-9	0	-9
14	112	112	12064	22064	2	4	4	4	6	1	7	1989	18	-9	0	-9
14	112	112	12064	22064	2	5	4	4	6	1	3	1993	14	-9	0	-9
14	112	112	12064	22064	2	6	4	4	6	1	2	1997	10	-9	0	-9
13	444	444	11919	21919	1	8	9	9	16	2	7	2004	3	-9	0	-9
13	444	444	11919	21919	1	9	21	6	12	1	9	1974	33	-9	0	-9
13	522	522	11978	21978	1	1	0	1	2	1	2	1954	53	-9	0	-9
13	522	522	11978	21978	1	2	1	0	3	2	1	1958	49	15	0	0
13	522	522	11978	21978	1	3	5	5	34	2	3	1984	23	15	0	0
13	522	522	11978	21978	1	4	15	15	14	1	3	1993	14	-9	0	-9
13	84	84	11649	21649	2	1	0	1	2	1	5	1954	53	-9	0	-9
13	84	84	11649	21649	2	2	1	0	3	2	3	1965	42	6	0	0
13	84	84	11649	21649	2	3	4	4	6	1	7	1984	23	-9	0	-9
13	84	84	11649	21649	2	4	4	4	6	1	8	2001	6	-9	0	-9
11	42	42	11403	21403	1	1	0	1	2	1	9	1956	51	-9	0	-9
11	42	42	11403	21403	1	2	1	0	3	2	7	1957	50	3	0	0
11	42	42	11403	21403	1	3	4	4	34	1	6	1983	24	11	0	0
11	42	42	11403	21403	1	4	20	20	1	2	3	1982	25	-9	0	-9
11	42	42	11403	21403	1	5	9	9	5	2	1	2006	1	-9	0	-9
28	163	163	13042	23042	1	1	0	0	3	2	8	1964	43	4	0	0
28	163	163	13042	23042	1	2	1	1	38	1	11	1957	50	-9	0	-9
28	163	163	13042	23042	1	3	4	4	34	1	12	1983	23	11	0	0
28	163	163	13042	23042	1	4	5	5	42	2	3	1988	19	-9	0	-9
28	163	163	13042	23042	1	5	4	4	41	1	3	1990	17	-9	0	-9
28	163	163	13042	23042	1	6	4	4	41	1	12	1991	15	-9	0	-9
28	163	163	13042	23042	1	7	5	5	42	2	9	1993	14	-9	0	-9
28	163	163	13042	23042	1	8	5	5	42	2	5	1996	11	-9	0	-9
28	163	163	13042	23042	1	9	4	4	41	1	7	1998	9	-9	0	-9
28	163	163	13042	23042	1	10	5	5	42	2	10	2000	7	-9	0	-9
28	163	163	13042	23042	1	11	5	5	42	2	1	1986	21	-9	0	-9
11	149	149	11490	21490	1	1	0	0	3	2	3	1948	59	4	0	0
11	149	149	11490	21490	1	2	5	5	7	2	11	1976	31	-9	0	-9
11	149	149	11490	21490	1	3	5	5	7	2	10	1979	28	-9	0	-9
28	163	163	13042	23042	1	12	9	9	16	2	6	2004	3	-9	0	-9
31	60	60	13250	23250	2	5	4	4	6	1	3	1995	12	-9	0	-9
30	5	5	13158	23158	1	3	5	5	7	2	1	1981	26	-9	0	-9
30	5	5	13158	23158	1	4	5	5	34	2	5	1983	24	11	0	0
30	5	5	13158	23158	1	5	5	5	7	2	2	1969	38	-9	0	-9
30	5	5	13158	23158	1	6	9	9	16	2	6	1995	12	-9	0	-9
30	5	5	13158	23158	1	7	9	9	16	2	12	1996	11	-9	0	-9
30	5	5	13158	23158	1	8	8	8	15	1	3	1999	8	-9	0	-9
30	5	5	13158	23158	1	9	5	5	7	2	10	1976	31	-9	0	-9
30	5	5	13158	23158	1	10	8	8	15	1	6	2005	2	-9	0	-9
30	46	46	13192	23192	1	1	0	1	2	1	2	1952	55	-9	0	-9
30	46	46	13192	23192	1	2	1	0	3	2	10	1955	52	3	0	0
30	46	46	13192	23192	1	3	5	5	34	2	1	1984	23	10	0	0
