basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	linenumb	maristat	uncmomid	montrvw	dayntrvw	yrntrvw	rdiscuss	discuss	rdisyear	pdisyear	fmdisyea	cfdisyea	opdisyea	ordisyea	dispyear	disyearp	disyeafm	disyeacf	disyeaop	disyeaor	rdispreg	pdispreg	fmdispre	cfdispre	opdispre	ordispre	dispreg	dispregp	disprefm	disprecf	dispreop	dispreor	rgotinfo	gotinfo	rinfoyr	pinfoyr	fminfoyr	cfinfoyr	opinfoyr	orinfoyr	infoyr	infoyrp	infoyrfm	infoyrcf	infoyrop	infoyror	rinfoprg	pinfoprg	fminfopr	cfinfopr	opinfopr	orinfopr	infoprg	infoprgp	infoprfm	infoprcf	infoprop	infopror	rsettle	psettle	rsetyear	psetyear	fmsetyea	cfsetyea	opsetyea	orsetyea	setyear	setyearp	setyeafm	setyeacf	setyeaop	setyeaor	rsetpreg	psetpreg	fmsetpre	cfsetpre	opsetpre	orsetpre	setpreg	setpregp	setprefm	setprecf	setpreop	setpreor	rnagged	nagged	rnagyear	pnagyear	fmnagyea	cfnagyea	opnagyea	ornagyea	nagyear	nagyearp	nagyeafm	nagyeacf	nagyeaop	nagyeaor	rnagpreg	pnagpreg	fmnagpre	cfnagpre	opnagpre	ornagpre	nagpregr	nagpregp	nagpregf	nagprecf	nagpreop	nagpreor	ryelled	yelled	ryellyr	pyellyr	fmyellyr	cfyellyr	opyellyr	oryellyr	yellyr	yellyrp	yellyrfm	yellyrcf	yellyrop	yellyror	ryellprg	pyellprg	fmyellpr	cfyellpr	opyellpr	oryellpr	yellprg	yellprgp	yellprfm	yellprcf	yellprop	yellpror	rswore	pswore	rsworeyr	pswearyr	fmsweryr	cfsweryr	opsweryr	orsweryr	sworeyrr	swearyrp	sweryrfm	sweryrcf	sweryrop	sweryror	rsworprg	pswerprg	fmswerpr	cfswerpr	opswerpr	orswerpr	sworprg	swerprgp	swerprfm	swerprcf	swerprop	swerpror	rsulked	psulked	rsulkyr	psulkyr	fmsulkyr	cfsulkyr	opsulkyr	orsulkyr	sulkyr	sulkyrp	sulkyrfm	sulkyrcf	sulkyrop	sulkyror	rsulkprg	psulkprg	fmsulkpr	cfsulkpr	opsulkpr	orsulkpr	sulkprg	sulkprgp	sulkprfm	sulkprcf	sulkprop	sulkpror	rstomped	pstomped	rstompyr	pstompyr	fmstomyr	cfstomyr	opstomyr	orstomyr	stompyr	stompyrp	stomyrfm	stomyrcf	stomyrop	stomyror	rstomprg	pstomprg	fmstompr	cfstompr	opstompr	orstompr	stomprg	stomprgp	stomprfm	stomprcf	stomprop	stompror	rsmash	psmash	rsmashyr	psmashyr	fmsmasyr	cfsmasyr	opsmasyr	orsmasyr	smashyr	smashyrp	smasyrfm	smasyrcf	smasyrop	smasyror	rsmashpr	psmashpr	fmsmaspr	cfsmaspr	opsmaspr	orsmaspr	smashpr	smashprp	smasprfm	smasprcf	smasprop	smaspror
17	260	260	17	260	260	1	2	2	12469	2	6	2005	16	16	1	2	2	2	-9	-9	1	2	2	2	-9	-9	1	2	2	2	-9	-9	1	1	1	1	-9	-9	16	16	1	2	2	2	-9	-9	1	2	2	2	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	0	1	2	2	2	-9	-9	-9	-9	-9	-9	-9	-9	1	2	2	2	-9	-9	-9	-9	-9	-9	-9	-9	0	3	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	16	0	1	2	2	2	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	7	0	1	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
6	20	20	6	20	20	1	2	2	10629	5	2	2005	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	1	1	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	-9	-9	-9	1	1	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	1	1	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	1	1	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9
6	117	117	6	117	117	2	2	2	10708	5	2	2005	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	0	1	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	1	3	3	3	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
17	220	220	136	3331	220	1	2	2	12431	6	25	2005	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	16	16	1	2	2	1	-9	-9	1	2	2	1	-9	-9	1	2	2	1	-9	-9	1	2	2	1	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	6	1	1	1	1	-9	-9	1	1	1	-9	-9	-9	1	1	1	1	-9	-9	1	1	1	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	16	16	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	1	1	1	1	-9	-9	6	6	1	3	3	-9	-9	-9	1	3	3	-9	-9	-9	1	3	3	-9	-9	-9	1	3	3	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	1	-9	-9	-9	-9
13	348	348	330	3510	348	1	2	2	11834	6	4	2005	6	6	1	2	2	-9	-9	-9	1	0	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	6	1	1	0	1	-9	-9	-9	1	0	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	6	1	1	0	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
14	105	105	14	105	105	1	2	2	12058	3	13	2005	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	2	1	1	-9	1	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	6	1	1	-9	-9	-9	-9	1	2	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9
28	61	61	28	61	61	1	1	5	12957	5	8	2005	6	6	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
6	116	116	6	116	116	1	2	2	10707	5	5	2005	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
9	85	85	217	85	85	1	1	2	11058	6	13	2005	22	6	1	1	1	1	1	-9	1	1	1	-9	-9	-9	1	1	0	0	0	-9	1	1	0	-9	-9	-9	16	16	1	1	1	1	-9	-9	1	0	1	1	-9	-9	1	1	0	1	-9	-9	1	1	0	1	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	0	-9	-9	-9	-9	-9	1	-9	-9	1	-9	-9	1	1	-9	-9	-9	-9	1	-9	-9	3	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
30	51	51	30	51	51	1	2	2	13197	4	12	2005	10	10	1	-9	1	1	-9	-9	1	-9	1	1	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	1	1	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	2	-9	-9	-9	-9	6	1	1	2	2	-9	-9	-9	1	2	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	2	0	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
3	193	193	4	5167	193	2	2	2	10361	4	4	2005	6	6	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	1	-9	-9	-9	1	2	2	-9	-9	-9	6	6	1	2	1	-9	-9	-9	1	2	2	-9	-9	-9	1	1	2	-9	-9	-9	1	1	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	6	1	2	1	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	1	2	-9	-9	-9	6	1	1	2	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	2	2	-9	-9	-9	1	1	-9	-9	-9	-9	6	6	1	2	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	2	1	-9	-9	-9	1	1	1	-9	-9	-9	6	6	1	2	2	-9	-9	-9	1	1	2	-9	-9	-9	1	1	1	-9	-9	-9	1	2	1	-9	-9	-9	6	0	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
6	26	26	6	26	26	1	2	2	10635	5	13	2005	6	6	1	2	2	-9	-9	-9	1	1	1	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	6	6	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	1	2	2	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	2	1	2	2	-9	-9	-9	1	-9	2	-9	-9	-9	1	2	2	-9	-9	-9	1	-9	2	-9	-9	-9	0	2	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	-9	2	-9	-9	-9	1	-9	2	-9	-9	-9	1	-9	2	-9	-9	-9	1	-9	1	-9	-9	-9	2	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
26	46	46	26	46	46	2	2	2	12824	3	24	2005	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
3	139	139	3	139	139	1	2	2	10311	2	3	2005	2	2	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	-9	3	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	3	-9	-9	-9	0	-9	-9	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	0	-9	-9	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	0	-9	-9	-9	-9	-9	2	2	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	1	-9	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
4	114	114	4	3164	114	2	4	2	10557	3	2	2005	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	6	6	1	1	2	-9	-9	-9	1	2	2	-9	-9	-9	1	1	2	-9	-9	-9	1	2	2	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	0	1	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
7	93	94	7	93	94	1	2	2	10780	3	9	2005	1	1	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	1	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	1	2	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	1	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
8	122	122	8	122	122	2	2	2	10977	2	23	2005	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
2	120	120	269	120	120	1	2	2	10229	6	30	2005	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	6	6	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	1	1	1	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	6	1	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	1	-9	-9	-9	1	1	-9	-9	-9	-9	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	1	-9	-9	-9	-9
