basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	montrvw	dayntrvw	yrntrvw	numbper	tabsent	hhldtype	sourcedw	wheredws	toilet	wheretf	garbage	litetype	cookfuel	foodstor	walkstor	ridestor	trancost	busyroad	AIRQURE1	AIRQURE2	AIRQUIN1	AIRQUIN2	gencond	neighcon	neighgar	areafood	settlemn	resarea	AREA50M	houses	walkhous	walkroad	kindroad	boatride	walktran	electric	elecserv	material	neighmat	housneat	children	mother	ownhouse	ownlots	valhouse	rentfree	rental	feerent	samehous	renovatn	roomnumb	bathroom	bicycle	bikecar	motobike	motorcar	cars	jeepney	trucks	boat	banca	carriage	tractor	vehicle	chicken	goats	pigs	cows	carabaos	horses	animal	livinset	dineset	cabinet	bedwmatt	bedwomat	furnitur	eleciron	elecfan	aircon	sewmach	refriger	gastove	oven	rcooker	micwave	prcooker	colortv	tvcable	vcr	recorder	cdplayer	karaoke	computer	internet	washingm	vacuum	kerstove	dvcamera	videogam	applian	EQUIPM1	EQ1NUMB	EQUIPM2	EQ2NUMB	EQUIPM3	EQ3NUMB	EQUIPM4	EQ4NUMB	EQUIPM5	EQ5NUMB	purchase	MAJORP1	MAJORP2	MAJORP3	MAJORP4	MAJORP5	business	TYPEBIS1	TYPEBIS2	EMPLOY1	EMPLOY2	telephon	totalcel	momcel	iccel	pacel	spouscel	economic	BETTER1	BETTER2	BETTER3	WORSE1	WORSE2	WORSE3	CROP1	EXPCROP1	SOLD1	CONSU1	CROP2	EXPCROP2	SOLD2	CONSU2	CROP3	EXPCROP3	SOLD3	CONSU3	CROP4	EXPCROP4	SOLD4	CONSU4	CROP5	EXPCROP5	SOLD5	CONSU5	CROP6	EXPCROP6	SOLD6	CONSU6	othsourc	agricoml	boarder	pension	remittan	allotmnt	donation	winnings	homegard	sources	inkind	valkind	food	alcobeve	tobacco	allowanc	watlight	cellcard	cabletv	itnetfee	soap	helper	transpo	newsmag	recreate	loans	houselot	schlfees	medical	clothing	durable	cphones	pcomputr	insuran	parties	expenses	OTHREXP1	OTHFREQ1	COST1	OTHREXP2	OTHFREQ2	COST2
24	4	4	24	4	4	1	12748	5	25	2005	13	0	2	2	4	2	4	3	1	3	2.26	-9	30	0.0	0	1	-9	1	-9	3	2	3	2	7	1	1	20	0	-7	-9	45	0	1	1	3	2	1	2	2	1	0	80000	-9	-9	-9	1	1	5	4	1	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	1	1	4	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	8	-9	-9	-9	-9	1	62	71	0	-9	0	2	0	0	0	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	17400	0	0	0	0	0	0	1	3000	2060	0	0.0	1755	3746	400	0	0	600	0	1268	0	0	0	5000	21650	2000	5000	42000	0	0	5880	17500	0	-9	-9	-9	-9	-9	-9
24	6	6	24	6	6	1	13323	5	25	2005	11	1	6	8	2	2	4	1	1	4	4	1	-9	-9.0	0	1	-9	1	-9	4	4	4	2	7	1	1	20	0	-7	-9	45	0	1	1	2	2	2	3	3	1	0	10000	-9	-9	-9	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1340	567	10	140.0	0	1210	0	0	0	135	0	0	0	0	0	0	0	850	200	0	0	0	0	3907	1	1	2	5	-9	-9	-9
31	41	41	31	41	41	1	13233	6	3	2005	9	0	6	6	4	2	3	2	2	4	2.04	-9	180	7.0	0	1	-9	1	-9	4	4	4	1	6	3	3	6	1	60	3	-9	60	0	0	2	2	1	1	1	1	1	150000	-9	-9	-9	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	0	0	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	3	-9	-9	1	0	0	3000	3	20	2300	1000	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	0	0	0	0	15600	0	1	500	600	0	10.0	0	30	0	0	0	355	0	112	0	0	0	0	0	1500	500	0	0	0	1000	1800	0	-9	-9	-9	-9	-9	-9
24	9	9	24	9	9	1	12752	5	25	2005	7	0	2	1	3	2	4	1	1	4	2.26	-9	45	41.0	0	1	-9	1	-9	3	2	2	2	7	1	1	20	0	-7	-9	45	0	1	1	2	1	2	2	2	1	0	20000	-9	-9	-9	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	8	7	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	2050	1508.5	0	5.0	200	2200	0	0	0	815	0	599	0	0	0	11000	500	0	5000	13420	0	0	0	7252	0	-9	-9	-9	-9	-9	-9
33	10	10	33	10	10	2	13302	5	21	2005	4	0	6	9	-9	2	1	1	1	3	2.44	5	-9	-9.0	0	4	-9	4	-9	3	3	3	2	3	1	1	20	0	0	2	-9	0	1	1	2	2	2	1	1	1	1	100000	-9	-9	-9	1	0	3	1	1	0	2	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	1	1	3	1	1	0	1	3	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	62	-9	2	-9	0	2	0	-9	1	-9	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	5000	12000	0	15000	0	0	0	1	100	1622	0	0.0	350	873	1900	0	0	600	0	2100	0	0	5400	0	0	360	1000	0	7000	0	0	1300	0	-9	-9	-9	-9	-9	-9
31	57	57	11	3074	57	1	13248	5	26	2005	10	0	6	1	3	5	-9	1	1	2	2.04	-9	10	7.0	0	2	3	2	3	3	3	3	2	1	1	1	20	0	0	2	-9	0	1	1	2	2	2	2	2	1	0	20000	-9	-9	-9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	61	-9	0	-9	0	0	-9	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	3000	0	0	0	0	0	1	6000	1080	0	20.0	265	869	0	0	0	526	0	600	0	0	0	0	5000	250	1900	0	0	0	0	2500	0	-9	-9	-9	-9	-9	-9
20	73	73	330	73	73	1	12663	7	6	2005	8	0	6	1	4	5	-9	2	2	4	2.04	-9	15	5.0	0	1	-9	1	-9	1	2	1	2	3	1	1	15	0	3	2	-9	5	0	1	1	1	2	2	2	1	0	40000	-9	-9	-9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	80000	0	0	0	0	0	0	0	0	1	100	1239	72	20.0	150	150	0	0	0	671	0	600	12	0	0	0	2160	1250	1340	3000	0	0	433	1450	0	-9	-9	-9	-9	-9	-9
6	118	118	6	118	118	1	10709	5	4	2005	5	0	2	9	-9	2	3	1	1	3	2.33	-9	5	10.0	0	1	-9	1	-9	3	3	3	2	3	1	1	20	0	0	2	-9	0	1	1	2	2	2	1	1	1	1	130000	-9	-9	-9	1	1	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	2	4	0	0	1	1	0	2	0	0	4	0	4	1	4	1	0	0	1	0	0	1	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	5	6	-9	1	62	-9	0	-9	0	5	1	1	1	-9	1	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	8000	100240	0	0	0	0	0	1	300000	2100	0	20.0	500	1245	2200	0	975	4000	0	4000	500	1000	0	136000	10000	3000	20000	25000	20000	0	6500	43000	0	-9	-9	-9	-9	-9	-9
18	38	38	18	38	38	1	12575	6	21	2005	7	0	2	4	4	5	-9	2	1	4	2.44	-9	30	14.0	0	1	-9	1	-9	4	4	3	2	6	3	3	6	0	5	2	-9	5	1	1	1	1	2	3	3	1	0	4000	-9	-9	-9	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	562	0	35.0	0	191	0	0	0	252	0	156	0	0	0	0	0	100	100	0	0	0	0	4900	0	-9	-9	-9	-9	-9	-9
30	25	25	306	25	25	1	13174	4	25	2005	6	0	6	9	-9	2	1	1	1	3	2.32	-9	5	0.0	0	4	-9	2	-9	2	2	2	2	6	1	1	20	0	0	2	-9	0	1	1	2	1	2	1	1	1	1	200000	-9	-9	-9	1	0	3	1	0	0	1	1	0	1	0	0	0	0	0	0	50	0	0	0	0	0	0	1	1	5	2	1	0	2	5	0	3	2	2	0	3	0	2	2	0	1	0	1	1	0	0	1	0	0	1	1	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	8	-9	-9	1	32	62	6	-9	0	4	1	0	0	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	6500	2000	0	13000	0	0	0	0	-9	3347	0	0.0	0	4795	1200	0	0	1082	2000	2150	180	300	1192	0	0	29000	6000	54000	5400	0	7808	24500	0	-9	-9	-9	-9	-9	-9
18	31	31	18	31	31	1	12568	7	22	2005	6	1	2	6	4	5	-9	2	1	4	2.44	-9	15	25.0	0	1	-9	2	-9	1	1	1	3	6	3	3	5	0	5	2	-9	5	1	1	1	1	2	2	2	1	0	50000	-9	-9	-9	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	2	3	-9	1	2050	0	3500	4	120	2000	200	3	0	0	400	9	0	3000	100	5	0	500	100	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	150	731	30	30.0	0	178	0	0	0	202	0	304	0	0	0	0	0	300	500	0	0	0	235	2940	0	-9	-9	-9	-9	-9	-9
9	40	40	9	40	40	2	11020	4	12	2005	5	0	2	9	-9	2	1	2	1	4	2.29	-9	5	5.0	0	1	-9	1	-9	4	4	3	2	1	1	1	20	0	0	2	-9	0	1	1	3	3	2	1	1	1	1	150000	-9	-9	-9	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	62	-9	0	-9	0	1	0	-9	0	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	2500	0	0	0	0	0	0	0	-9	840	0	70.0	400	870	240	0	0	502	0	500	0	0	0	0	3300	220	1800	150	3300	0	4272	8000	0	-9	-9	-9	-9	-9	-9
10	162	162	10	2200	162	1	11286	2	5	2005	5	0	2	1	4	2	3	1	1	4	2.02	5	-9	-9.0	0	3	2	3	2	1	1	1	3	2	1	1	20	0	3	2	-9	3	1	1	2	2	3	3	2	0	0	-9	2	-9	300	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	0	0	-9	-9	-9	-9	2	-9	-9	-9	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3000	1055	105	20.0	0	1040	0	110	0	164	0	200	0	0	0	0	0	500	828	0	0	0	-8	9000	0	-9	-9	-9	-9	-9	-9
22	12	12	22	12	12	2	12701	5	17	2005	5	2	2	9	-9	3	2	1	2	1	4	4	-9	-9.0	0	1	-9	1	-9	4	3	3	2	6	1	1	20	0	1	2	-9	6	1	1	2	2	2	2	2	1	0	60000	-9	-9	-9	1	1	6	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	4	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	14	-9	0	-9	0	0	-9	-9	-9	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	6000	9000	0	6000	0	0	0	1	1600	1366	126	0.0	0	2415	0	0	0	478	0	790	0	0	1440	15000	0	1500	500	14400	0	0	8400	17000	1	1	1	50	-9	-9	-9
13	482	482	320	3113	482	2	11952	4	12	2005	5	0	2	5	4	5	-9	2	1	4	2.32	-9	20	5.0	0	1	-9	1	-9	3	3	3	2	6	4	4	8	0	0	2	-9	0	1	1	1	2	1	2	1	1	0	10000	-9	-9	-9	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	71	-9	0	-9	0	0	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	150	0	0	0	0	0	1	910	615	0	7.0	20	73	0	0	0	91	0	50	0	150	0	0	195	120	75	0	0	0	300	150	0	-9	-9	-9	-9	-9	-9
33	6	6	257	3472	6	1	13299	5	31	2005	6	0	6	3	1	2	1	2	1	3	2.44	15	-9	-9.0	0	1	-9	1	-9	3	3	3	2	5	1	1	20	0	0	2	-9	3	1	1	3	2	1	2	2	1	1	1000000	-9	-9	-9	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	1	1	3	1	1	0	1	2	0	0	2	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	1	62	-9	0	-9	1	1	0	0	0	-9	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	180000	0	0	0	0	0	1	9000	1614	0	49.0	95	2580	300	0	0	962	0	1870	0	0	0	10000	3000	6000	0	0	0	0	650	24100	0	-9	-9	-9	-9	-9	-9
33	7	7	33	7	7	1	13300	5	31	2005	5	0	2	2	1	2	2	2	1	4	2.44	10	-9	-9.0	0	1	-9	1	-9	2	2	2	2	5	1	1	20	0	1	2	-9	1	1	1	2	2	2	2	2	1	0	75000	-9	-9	-9	0	-9	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2	1	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	-9	-9	-9	0	-9	-9	-9	-9	0	2	0	1	0	-9	1	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	5300	18000	0	0	0	0	0	1	1000	1466.25	100	70.0	0	260	300	0	0	477	0	180	0	0	0	0	800	1150	6300	2700	1400	0	0	4100	0	-9	-9	-9	-9	-9	-9
33	3	3	331	3339	3	1	13296	6	11	2005	3	1	6	2	1	1	1	2	1	3	3.03	-9	120	0.0	0	1	-9	1	-9	3	2	3	1	5	4	4	5	1	0	2	-9	1	1	1	3	3	1	1	1	1	1	6900000	-9	-9	-9	1	1	5	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	3	0	0	1	1	2	0	1	0	1	0	1	2	1	0	1	1	1	1	0	1	0	1	0	1	1	3	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	9	-9	-9	-9	0	-9	-9	-9	-9	1	2	0	-9	1	-9	1	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	288000	240000	0	0	0	0	1	20000	1270	0	0.0	750	3030	2500	0	400	1000	1200	3680	75	220	0	145000	27000	5000	28800	68000	27000	200000	37200	26000	1	1	1	20000	-9	-9	-9
24	11	11	24	11	11	1	12754	5	25	2005	3	0	2	1	4	2	4	1	1	3	2.26	-9	20	0.0	0	1	-9	1	-9	3	3	3	2	7	1	1	10	0	-7	-9	30	0	1	1	1	1	2	-9	2	1	0	30000	-9	-9	-9	1	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	62	-9	0	-9	0	1	0	1	1	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	60000	0	0	0	0	0	1	1000	1400	90	10.0	0	1490	60	0	0	288	0	296	0	0	0	0	0	5000	1000	0	3000	0	0	30000	0	-9	-9	-9	-9	-9	-9
33	17	17	33	17	17	1	13309	6	1	2005	4	0	2	2	1	1	1	1	1	3	2.44	3	-9	-9.0	0	1	-9	1	-9	3	3	2	1	5	2	2	5	0	0	2	-9	0	1	1	3	3	1	1	2	1	1	600000	-9	-9	-9	0	-9	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	1	2	1	0	1	1	1	1	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	96	-9	0	-9	-7	2	0	0	1	-9	2	-9	-9	-9	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	65000	0	0	0	0	3000	1	10000	1504.5	0	0.0	600	956	480	0	0	231.5	0	900	0	0	0	0	32300	31900	12000	0	0	0	0	17000	0	-9	-9	-9	-9	-9	-9
33	1	1	33	1	1	2	13294	6	1	2005	4	0	2	2	1	2	1	2	1	4	2.44	-9	5	5.0	0	1	-9	1	-9	3	2	2	2	5	1	4	10	0	1	2	-9	1	1	1	3	3	2	2	2	1	1	230000	-9	-9	-9	0	-9	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	10	1	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	-9	-9	-9	1	95	-9	1	-9	0	1	0	0	-9	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	3000	0	7000	0	0	800	0	-9	2100	700	140.0	0	4640	900	0	0	426	1500	900	180	0	306	0	10350	1380	900	0	500	0	380	2000	0	-9	-9	-9	-9	-9	-9
33	16	16	33	2352	16	1	13308	6	8	2005	7	0	2	9	-9	1	1	1	1	3	2.44	0	-9	-9.0	0	3	-9	3	-9	2	2	2	2	5	2	2	4	0	0	2	-9	0	1	1	3	3	2	2	2	1	1	1300000	-9	-9	-9	1	0	6	1	2	0	1	1	0	1	0	0	0	0	0	0	25	1	10	0	0	0	0	2	1	3	4	0	0	2	3	1	0	1	0	1	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	9	8	-9	-9	1	62	-9	3	-9	1	3	0	0	1	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	156000	0	0	108000	0	0	1	10000	2798	0	0.0	2700	4746	300	0	350	1700	1200	1500	0	0	0	0	102000	5000	15000	38000	0	0	5000	30000	0	-9	-9	-9	-9	-9	-9
20	31	31	20	31	31	1	12626	6	18	2005	5	0	4	6	1	2	1	2	1	4	2.54	3	-9	-9.0	0	1	-9	1	-9	3	3	3	2	6	1	1	20	0	0	3	-9	3	1	1	2	2	1	1	2	1	0	80000	-9	-9	-9	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	1	2	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	-9	-9	-9	-9	1	62	-9	0	-9	0	1	0	1	0	-9	3	-9	-9	-9	-9	-9	-9	3	0	150	0	1	480	0	1500	4	0	0	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	0	6000	0	40000	0	0	0	0	-9	565	0	21.0	0	1018.66	0	0	0	594	0	40	0	0	6600	7000	0	0	1500	0	0	0	6480	1300	0	-9	-9	-9	-9	-9	-9
18	29	29	18	29	29	1	12566	6	21	2005	6	1	2	6	4	2	3	2	1	4	2.44	-9	30	0.0	0	1	-9	1	-9	4	4	2	2	6	3	3	5	0	0	2	-9	0	1	1	2	1	2	2	2	1	1	100000	-9	-9	-9	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	2	1	1	0	0	1	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	8	-9	-9	-9	-9	1	62	71	0	-9	0	1	0	0	0	-9	1	4	-9	-9	-9	-9	-9	1	0	0	3000	4	700	3000	250	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	200	0	0	0	0	0	0	1	30	660	0	0.0	55	972	150	0	0	464	0	0	0	0	0	0	1657	2700	2500	29250	0	0	100	4300	0	-9	-9	-9	-9	-9	-9
12	48	48	217	48	48	1	11555	6	5	2005	4	0	2	9	-9	1	1	2	1	3	2.26	-9	3	5.0	0	1	-9	1	-9	4	4	3	1	3	1	1	20	0	0	2	-9	0	1	1	3	3	1	1	1	1	1	1500000	-9	-9	-9	1	1	4	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	3	0	0	1	4	0	1	1	1	0	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	3	8	-9	-9	-9	1	62	-9	0	-9	1	3	1	1	0	-9	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	0	0	110000	12000	0	0	0	0	0	1	1000	2038	175	126.0	0	2030	600	600	0	2036	300	5700	150	0	850	0	0	8000	5000	340225	23000	0	18000	14800	0	-9	-9	-9	-9	-9	-9
