basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	linenumb	maristat	uncmomid	montrvw	dayntrvw	yrntrvw	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	mainjob	seconjob	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
7	241	241	7	241	241	1	1	4	10893	1	15	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	255	800	1200	1800	2300	1	5	7	210	8	30	3	60	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	175	7	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	4	60	5	5	7	105	3	5	7	175	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	280	4	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	2	1	2	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1
7	188	188	7	188	188	1	2	2	10855	1	15	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	1000	1400	1900	2200	3	30	2	15	4	150	3	5	8	100	-9	-9	-9	-9	-9	-9	3	10	8	60	3	50	2	30	8	30	1	35	8	25	-9	-9	3	15	8	60	3	15	8	90	3	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	165	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	3	2	1	1	1	1	1	1	1	1	1
26	64	64	26	64	64	1	2	2	12840	3	18	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	7	2	-9	-9	2	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	2	1	-9	330	900	1400	1900	2100	1	2	3	13	5	15	7	240	3	60	-9	-9	-9	-9	-9	-9	3	30	4	60	8	120	1	20	3	70	-9	-9	-9	-9	-9	-9	3	220	8	80	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	7	35	1	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1
9	197	197	9	197	197	1	2	2	11161	4	10	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	11	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	11	-9	-9	-9	500	600	1200	1900	2300	1	3	3	57	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	5	20	1	20	6	240	3	60	-9	-9	-9	-9	-9	-9	3	20	1	2	6	338	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	6	220	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
10	47	47	10	47	47	1	1	3	11202	2	11	2005	0	-9	1	7	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	700	1030	1200	2000	2200	3	3	6	27	3	18	6	132	4	30	-9	-9	-9	-9	-9	-9	3	5	4	85	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	2	4	30	8	203	1	13	6	227	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	7	8	103	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	833	-9	1	1	1	1	3	3	1	1	1	1	1	3	1	2	1	1	1	1	1	1
12	93	93	12	93	93	1	1	2	11591	6	4	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	1	-9	-9	-9	11	-9	-9	-9	430	900	1200	1800	2200	1	1	3	59	2	30	8	90	1	25	5	35	-9	-9	-9	-9	3	25	1	5	4	30	8	60	3	60	-9	-9	-9	-9	-9	-9	3	15	1	2	8	163	4	60	8	60	3	60	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	8	223	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	2	1	1	1	1
26	26	26	26	26	26	1	2	2	12806	3	20	2005	0	-9	2	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	2	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	630	1200	1900	2100	1	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	5	7	190	3	15	8	105	-9	-9	-9	-9	-9	-9	3	15	8	105	7	180	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	1	5	8	55	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	934	-9	1	1	2	3	1	1	2	2	2	2	3	1	2	2	1	1	2	2	1	2
6	23	23	221	23	23	1	2	2	10632	5	3	2005	0	-9	2	-9	-9	-9	2	1	-9	-9	1	2	-9	-9	7	1	-9	-9	1	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	7	-9	-9	7	-9	-9	-9	2	-9	-9	-9	600	900	1200	1900	2200	1	15	3	20	2	145	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	13	1	2	2	45	4	120	-9	-9	-9	-9	-9	-9	-9	-9	3	18	4	12	8	30	2	120	3	5	2	130	3	30	8	15	2	60	-9	-9	3	18	1	2	2	100	8	53	3	5	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	1	1	1	1	1	1	1	1	1
9	50	50	9	50	50	1	2	2	11030	4	8	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	7	-9	-9	-9	11	-9	-9	-9	500	545	1100	1800	2200	1	2	3	43	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	300	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	7	180	8	60	1	25	3	35	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	8	223	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	822	706	2	1	2	1	-7	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1
26	67	67	317	67	67	2	1	4	13324	4	25	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	11	-9	-9	-9	600	-9	1100	2100	2400	1	1	3	34	4	5	7	180	8	80	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	3	3	1	30	7	550	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	134	3	31	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	400	3	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
6	89	89	6	89	89	1	2	2	10685	4	22	2005	0	-9	1	2	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	700	1200	1830	2200	1	2	3	15	2	5	1	38	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	7	265	8	20	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	120	3	15	7	90	3	105	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	7	60	8	130	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	23	335	2	2	3	1	1	1	3	2	2	2	1	1	1	1	1	2	1	1	1	1
12	114	114	12	114	114	2	7	4	11607	4	7	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	500	700	-9	1800	2200	1	10	3	95	8	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	30	4	300	8	30	3	30	7	180	3	40	8	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	7	180	8	15	1	5	8	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	943	-9	1	1	2	1	1	1	2	3	1	2	1	1	1	2	2	2	2	2	2	2
30	26	26	30	26	26	1	5	2	13175	4	13	2005	0	-9	2	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	5	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	1	-9	-9	2	1	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2100	1	5	4	25	8	30	3	15	8	45	4	60	-9	-9	-9	-9	3	15	8	45	1	30	8	150	-9	-9	-9	-9	-9	-9	-9	-9	3	45	8	135	4	120	8	60	1	5	8	55	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	3	3	1	2	2	2	2	2	2	2
12	106	106	268	5158	106	1	2	2	11600	4	5	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	11	-9	-9	7	-9	-9	-9	2	-9	-9	-9	400	600	1200	1800	2200	1	5	6	30	3	30	4	55	-9	-9	-9	-9	-9	-9	-9	-9	3	20	2	30	4	165	1	20	3	30	6	15	5	10	2	70	3	30	8	30	3	20	6	220	5	10	3	30	8	20	-9	-9	-9	-9	-9	-9	3	15	8	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	1	1	2	1	3	2	1	2	2	2	2	2	1	1	1	1	1	1	2	1
26	39	39	26	2543	39	1	2	2	12817	4	10	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	2	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	500	600	1200	1900	2100	1	2	4	28	1	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	8	65	7	160	3	15	7	105	-9	-9	-9	-9	3	15	8	45	7	240	3	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	5	8	100	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	779	-9	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
30	19	19	30	19	19	1	1	4	13326	4	15	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	400	800	1200	2000	2100	1	30	7	15	3	15	7	180	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	165	3	15	7	240	3	30	8	15	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	15	1	21	8	9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	332	-9	1	1	2	1	3	2	2	3	1	2	1	3	1	1	2	2	2	2	2	2
6	24	24	6	24	24	1	2	2	10633	5	3	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	11	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	500	1000	1200	1900	2200	1	10	8	60	3	60	1	5	7	165	-9	-9	-9	-9	-9	-9	3	10	7	100	8	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	60	7	175	3	10	8	120	7	10	3	30	-9	-9	-9	-9	-9	-9	3	15	1	5	3	10	4	30	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	332	-9	2	2	2	1	2	1	2	1	1	2	1	2	1	1	2	1	2	2	2	2
9	130	130	9	130	130	1	2	2	11095	4	9	2005	0	-9	2	-9	-9	-9	1	2	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	2	-9	-9	-9	400	515	1330	2000	2100	1	35	3	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	7	3	23	7	450	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	15	7	240	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	203	-9	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2
7	185	185	7	185	185	1	2	2	10853	3	21	2005	0	-9	1	-9	-9	-9	1	7	1	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	900	1300	2000	2200	1	30	3	5	7	265	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	7	230	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	7	170	3	10	7	120	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	1	2	2	1	-7	1	1	1	1	-7	1	-7	1	1	1	1	1	1	1	1
6	82	82	6	82	82	2	2	2	10679	5	5	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	530	800	1230	1900	2200	1	10	3	20	4	60	2	60	-9	-9	-9	-9	-9	-9	-9	-9	3	30	4	180	1	30	3	30	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	30	2	45	8	120	3	10	8	140	3	30	-9	-9	-9	-9	-9	-9	3	30	1	15	8	30	1	5	2	40	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	3	2	1	2	1	1	1	2	2	1
6	85	85	6	85	85	1	2	2	10681	5	5	2005	0	-9	2	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	-9	1200	2000	100	1	5	3	100	1	20	8	25	3	10	7	260	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	170	7	300	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	7	260	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	111	-9	2	1	3	1	2	2	2	2	1	3	1	2	1	1	1	1	1	1	1	1
6	88	88	6	88	88	1	2	2	10684	4	28	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	900	1200	1900	2200	1	5	4	55	5	15	3	75	8	30	-9	-9	-9	-9	-9	-9	3	30	8	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	60	6	230	3	10	6	30	8	30	3	45	2	15	-9	-9	-9	-9	-9	-9	3	30	8	30	1	45	8	30	2	15	1	5	8	25	-9	-9	-9	-9	-9	-9	335	-9	2	2	2	2	2	2	2	3	1	2	2	2	1	1	1	1	1	1	1	1
2	88	88	10	5159	88	1	1	4	10199	2	6	2005	0	-9	1	-9	-9	-9	1	7	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	700	730	1200	1800	2100	1	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	12	1	3	7	135	3	5	7	115	-9	-9	-9	-9	-9	-9	3	5	1	5	7	50	8	20	7	5	3	5	7	180	8	10	3	50	1	2	8	28	3	5	1	5	8	110	4	45	1	2	8	13	-9	-9	-9	-9	-9	-9	912	335	1	1	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	1	1
6	124	124	6	4058	124	1	8	4	10714	4	27	2005	0	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	630	-9	1130	1900	2200	1	2	4	60	1	5	3	23	8	60	6	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	4	5	3	20	8	115	4	30	7	90	3	10	1	20	7	150	3	5	3	10	7	120	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	913	2	2	3	2	1	2	2	2	2	2	1	1	3	2	2	1	1	2	1	1
30	20	20	30	20	20	1	2	2	13170	4	22	2005	0	-9	2	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	700	-9	1200	2000	2200	1	7	3	45	4	8	3	5	4	20	1	40	7	175	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	7	120	3	5	7	118	8	177	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	109	-9	3	2	3	3	3	1	2	2	2	3	3	3	2	1	2	2	2	2	2	2
4	81	81	4	2510	81	1	2	2	10527	5	22	2005	0	-9	1	-9	-9	-9	2	-9	-9	-9	2	7	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	2	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	-9	1200	1900	2400	1	40	7	200	1	5	7	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	30	7	120	3	5	1	5	7	170	3	50	8	10	-9	-9	-9	-9	3	20	1	10	8	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	932	302	1	1	2	1	1	1	2	2	1	3	1	1	2	2	2	2	2	2	2	2
26	36	36	26	36	36	2	2	2	12815	3	20	2005	0	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	700	800	1200	1900	2200	1	2	5	5	4	30	3	23	-9	-9	-9	-9	-9	-9	-9	-9	3	5	5	55	6	120	3	15	2	45	-9	-9	-9	-9	-9	-9	3	5	2	30	6	85	8	35	2	198	3	18	2	10	8	39	-9	-9	-9	-9	3	5	8	175	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	711	-9	3	2	3	1	3	2	2	3	3	3	3	2	2	2	1	1	1	1	1	1
4	71	71	4	5090	71	2	1	5	10518	3	5	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	600	930	1400	2000	2400	1	1	3	9	1	5	4	45	8	60	1	30	7	60	-9	-9	3	15	7	255	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	45	3	15	7	105	1	5	8	175	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	912	-9	3	1	3	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1
4	159	159	4	159	159	1	2	2	10600	2	15	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	1	-9	-9	2	-9	-9	-9	700	-9	1100	1900	2100	1	1	3	44	6	195	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	60	6	165	3	15	6	105	1	30	8	60	3	30	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	114	-9	1	1	-9	1	-9	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1
6	95	95	6	95	95	1	1	4	10690	5	5	2005	0	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	600	800	1300	1900	2100	1	27	8	93	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	290	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	110	5	10	8	230	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	110	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	493	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28	50	50	28	50	50	2	2	2	12949	5	18	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	500	800	1200	1900	2200	1	2	3	58	5	15	4	60	6	45	-9	-9	-9	-9	-9	-9	3	15	6	165	3	20	8	40	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	25	6	240	4	60	3	50	6	30	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	160	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	852	-9	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1
