basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	linenumb	maristat	uncmomid	montrvw	dayntrvw	yrntrvw	havemaid	maidnumb	buyfood	BUYFOOD1	BUYFOOD2	BUYFOOD3	cookfood	COOKFOD1	COOKFOD2	COOKFOD3	cleanup	CLEANUP1	CLEANUP2	CLEANUP3	cleanhse	CLEANHS1	CLEANHS2	CLEANHS3	buycloth	BUYCLOT1	BUYCLOT2	BUYCLOT3	washclot	WASHCLO1	WASHCLO2	WASHCLO3	carechld	CARECHD1	CARECHD2	CARECHD3	fetchwat	FETCHWA1	FETCHWA2	FETCHWA3	getwood	GETWOOD1	GETWOOD2	GETWOOD3	tendanim	TENDANI1	TENDANI2	TENDANI3	tendgard	TENDGAR1	TENDGAR2	TENDGAR3	repairs	REPAIRS1	REPAIRS2	REPAIRS3	wakeup	breakfst	lunch	supper	bedtime	WAKEACT1	TWAKEAC1	WAKEACT2	TWAKEAC2	WAKEACT3	TWAKEAC3	WAKEACT4	TWAKEAC4	WAKEACT5	TWAKEAC5	WAKEACT6	TWAKEAC6	WAKEACT7	TWAKEAC7	WAKEACT8	TWAKEAC8	MORNACT1	TMORACT1	MORNACT2	TMORACT2	MORNACT3	TMORACT3	MORNACT4	TMORACT4	MORNACT5	TMORACT5	MORNACT6	TMORACT6	MORNACT7	TMORACT7	MORNACT8	TMORACT8	NOONACT1	TNOACT1	NOONACT2	TNOACT2	NOONACT3	TNOACT3	NOONACT4	TNOACT4	NOONACT5	TNOACT5	NOONACT6	TNOACT6	NOONACT7	TNOACT7	NOONACT8	TNOACT8	NOONACT9	TNOACT9	NOONAC10	TNOACT10	EVENACT1	TEVACT1	EVENACT2	TEVACT2	EVENACT3	TEVACT3	EVENACT4	TEVACT4	EVENACT5	TEVACT5	EVENACT6	TEVACT6	EVENACT7	TEVACT7	EVENACT8	TEVACT8	EVENACT9	TEVACT9	EVENAC10	TEVACT10	mainjob	seconjob	physwrk	dextwrk	multiwrk	mathwrk	readwrk	getotwrk	streswrk	physhome	dexthome	multihme	mathhome	readhome	getothme	streshme	absentph	intaskph	diffwkph	absenteh	intaskeh	diffwkeh
13	250	250	11	218	218	1	1	5	11769	5	27	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	500	800	1200	1900	2100	1	2	3	3	4	25	3	15	4	65	3	10	6	60	-9	-9	3	15	6	60	4	60	6	105	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	165	5	60	6	120	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	823	-9	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
3	217	217	3	217	217	1	2	2	10385	1	27	2005	0	-9	1	7	2	-9	2	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	2	7	-9	-9	700	800	1200	1900	2030	1	7	4	53	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	135	1	30	8	30	1	10	8	20	-9	-9	-9	-9	3	15	8	280	3	35	8	60	5	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	3	1	1	1	2	2	2	2	2	3	2
4	145	145	4	145	145	1	2	2	10587	2	18	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	1000	1200	800	2200	1	1	8	119	6	240	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	1	6	104	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	1	6	164	3	15	6	105	1	35	6	145	-9	-9	-9	-9	-9	-9	3	15	6	75	1	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	852	-9	1	1	2	3	-7	1	2	3	1	2	3	2	1	2	2	2	2	2	2	2
4	27	27	219	27	27	2	2	2	10486	4	12	2005	0	-9	2	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	500	800	1130	1730	2000	1	1	4	19	3	10	2	30	4	90	8	30	-9	-9	-9	-9	3	15	1	2	8	73	4	60	2	30	8	30	-9	-9	-9	-9	3	20	8	190	2	30	3	30	5	15	8	75	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	2	3	5	8	68	1	30	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	1	1	3	1	1	1	1	1	1
4	49	49	4	49	49	1	2	2	10503	3	4	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	7	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	2	7	-9	-9	530	640	1200	1900	2100	1	5	3	30	4	25	2	10	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	45	1	10	4	180	8	20	3	15	2	45	-9	-9	3	10	8	30	1	2	8	28	1	12	5	23	8	55	3	35	8	165	3	60	3	5	1	2	8	113	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	1	1	2	2	1	1	1	1	1
17	336	336	298	3150	336	1	2	2	12540	3	9	2005	0	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	800	-9	1100	1800	2100	1	30	3	30	1	30	8	30	4	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	3	60	8	145	3	30	4	90	3	60	-9	-9	-9	-9	-9	-9	3	30	1	5	3	30	5	30	8	60	1	25	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	3	1	1	1	1	1	1	1
10	248	248	296	5140	248	1	2	3	11368	2	11	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	700	900	1200	1900	2400	1	10	4	50	3	30	4	10	8	20	-9	-9	-9	-9	-9	-9	3	10	2	20	3	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	4	80	2	60	8	30	1	10	2	30	3	10	8	40	3	30	8	120	3	30	2	20	8	190	1	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	3	3	-7	1	2	1	1	1	1	1	1
13	219	219	13	219	219	1	1	2	11750	1	7	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	2	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	530	-9	1130	1800	2400	1	2	5	28	4	30	3	75	1	15	8	195	3	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	7	360	3	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	7	250	1	2	7	88	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	3	2	3	2	-7	3	2	2	2	3	2	1	1	2	2	2	2	3	2	2
10	49	49	207	49	49	1	1	2	11204	3	3	2005	1	1	1	2	-9	-9	8	1	-9	-9	8	7	-9	-9	7	8	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	1	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	600	1000	1430	2000	2400	1	13	3	10	7	217	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	255	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	60	7	60	3	15	7	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	60	7	160	1	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	3	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1
4	13	13	4	13	13	1	1	2	10476	2	17	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	500	700	1200	1900	2100	1	10	3	5	1	5	3	30	4	65	1	5	-9	-9	-9	-9	3	30	4	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	60	7	240	3	5	1	5	3	20	8	90	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	1	8	29	3	15	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	335	-9	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1
8	148	148	302	3123	148	1	2	2	10999	2	17	2005	0	-9	2	1	-9	-9	1	2	-9	-9	7	1	-9	-9	1	5	-9	-9	1	5	-9	-9	1	5	-9	-9	1	5	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	900	-9	1200	1900	2300	1	7	3	20	8	33	3	70	2	10	8	40	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	2	215	1	20	8	40	3	5	4	55	8	60	-9	-9	-9	-9	-9	-9	3	30	2	90	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1
4	148	148	259	148	148	2	2	2	10590	2	12	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	600	900	1200	1800	1900	1	20	3	10	6	150	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	55	6	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	115	8	55	3	5	1	5	6	175	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	30	6	20	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	1	2	2	2	3	1	2	1	1	3	1	3	1	2	1	1	1	1	1	1
3	212	212	3	212	212	1	2	2	10380	1	21	2005	0	-9	1	-9	-9	-9	1	2	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	7	1	2	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	2	-9	-9	-9	900	1000	1230	1900	2100	1	3	4	5	1	52	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	10	4	60	3	20	8	50	-9	-9	-9	-9	-9	-9	3	45	4	60	3	5	8	190	3	90	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	60	4	10	8	50	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	3	1	1	2	1	1	1	2	1	1
4	120	120	4	120	120	2	2	2	10563	2	18	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	400	700	1200	1800	2300	1	2	3	18	4	10	8	30	6	30	3	75	4	5	1	10	3	5	6	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	6	355	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	2	6	263	1	15	4	5	1	2	8	8	-9	-9	-9	-9	-9	-9	302	-9	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1
13	77	77	13	77	77	1	2	2	11643	1	13	2005	0	-9	2	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	2	-9	-9	1	7	-9	-9	1	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	600	-9	1200	1930	2030	1	4	2	27	1	15	5	10	4	10	3	15	8	219	6	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	4	6	86	1	25	8	95	6	60	4	120	2	28	1	2	-9	-9	3	10	1	2	6	46	1	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	2	1	3	1	3	1	2	2	2	3	1	3	1	2	2	1	2	1	2	1
1	149	149	1	149	149	1	2	2	10106	2	19	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	2	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	500	800	1200	1800	2200	1	60	7	60	8	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	7	225	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	45	7	205	3	5	7	60	8	30	-9	-9	-9	-9	-9	-9	-9	-9	3	15	4	45	8	180	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	211	-9	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1
4	157	157	4	157	157	1	2	2	10598	2	22	2005	0	-9	1	7	2	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	-9	-9	-9	500	-9	1100	1800	2230	1	1	3	29	8	110	3	10	1	42	8	48	7	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	130	7	120	3	10	7	20	1	2	8	30	3	58	8	20	3	10	3	30	8	30	3	15	8	135	1	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	943	-9	1	1	3	1	-9	1	2	2	2	2	1	1	2	1	2	1	1	1	1	1
13	486	486	13	486	486	2	2	2	11955	1	28	2005	0	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	2	1	-9	-9	7	-9	-9	-9	600	700	1200	2100	2300	1	1	3	1	1	15	8	43	-9	-9	-9	-9	-9	-9	-9	-9	3	5	7	295	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	8	2	7	173	3	10	7	200	8	150	-9	-9	-9	-9	-9	-9	-9	-9	3	2	1	4	8	114	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	852	914	2	1	3	3	1	1	2	1	1	3	3	1	1	2	1	1	1	1	1	1
4	164	164	4	164	164	1	2	2	10603	3	2	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	530	630	1200	1800	2200	1	1	3	15	1	1	4	10	3	3	8	30	-9	-9	-9	-9	3	10	4	240	2	80	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	5	2	55	8	120	1	25	3	5	8	90	3	30	8	30	-9	-9	-9	-9	3	20	8	205	1	7	4	8	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	3	2	3	1	2	1	1	1	1	1	1
4	136	136	4	136	136	2	2	2	10579	3	11	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	7	6	-9	-9	0	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	600	800	1200	1900	2400	1	36	7	84	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	15	7	215	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	7	290	3	5	7	115	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	5	8	105	1	19	4	151	8	10	-9	-9	-9	-9	-9	-9	-9	-9	971	-9	2	1	2	2	2	2	3	2	2	1	1	1	1	2	1	1	1	1	1	1
4	30	30	4	30	30	1	2	2	10489	2	19	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	900	1200	1900	2100	1	1	3	4	2	55	3	10	4	20	8	90	-9	-9	-9	-9	3	15	1	5	4	70	1	35	8	30	3	25	-9	-9	-9	-9	3	15	6	345	3	60	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	8	105	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	859	-9	1	1	1	1	-7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	155	155	4	155	155	2	1	4	10596	3	6	2005	0	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	7	-9	-9	-9	500	1000	1200	2100	2200	1	30	7	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	3	8	47	7	60	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	5	7	145	3	10	8	50	1	2	7	118	8	120	7	60	-9	-9	3	10	1	5	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	913	-9	3	3	3	3	-7	1	1	1	1	-7	1	1	1	1	1	1	1	1	1	1
8	6	6	8	6	6	1	2	2	10895	2	15	2005	0	-9	1	-9	-9	-9	3	1	-9	-9	3	2	1	7	3	1	-9	-9	1	-9	-9	-9	11	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	1100	-9	1200	1900	200	1	2	3	3	8	55	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	20	3	60	8	90	3	10	8	170	3	10	8	50	-9	-9	-9	-9	3	10	1	5	8	35	7	370	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
4	107	107	232	107	107	1	2	2	10550	5	11	2005	0	-9	11	2	-9	-9	11	-9	-9	-9	11	-9	-9	-9	11	-9	-9	-9	1	-9	-9	-9	10	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	11	1	-9	-9	0	-9	-9	-9	600	-9	1200	1900	100	1	35	5	25	3	10	4	20	8	270	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	400	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	8	340	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1
4	135	135	4	135	135	1	2	2	10578	3	2	2005	0	-9	7	1	-9	-9	7	1	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	600	-9	1230	2000	2230	1	10	2	30	3	30	8	40	6	100	1	2	6	148	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	50	6	120	3	10	8	50	2	30	3	120	8	60	-9	-9	-9	-9	3	10	8	80	2	50	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	859	-9	1	1	3	3	1	1	1	3	2	3	2	-7	1	1	1	1	1	1	1	1
7	146	146	7	146	146	2	1	5	10824	1	11	2005	0	-9	5	-9	-9	-9	5	-9	-9	-9	1	5	6	7	5	-9	-9	-9	1	7	-9	-9	5	7	-9	-9	5	7	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	6	-9	-9	-9	500	-9	1100	1800	2000	4	10	5	10	1	20	4	5	8	15	3	5	8	285	3	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	230	3	5	8	175	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	8	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	2	2	2	1	1	1	1	1	1	1
3	126	126	3	126	126	1	2	2	10306	1	26	2005	0	-9	1	-9	-9	-9	1	2	-9	-9	1	7	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	2	-9	-9	-9	0	-9	-9	-9	2	-9	-9	-9	500	630	1130	1900	2130	8	5	3	55	4	15	1	15	-9	-9	-9	-9	-9	-9	-9	-9	3	30	1	10	2	50	4	210	-9	-9	-9	-9	-9	-9	-9	-9	3	35	8	295	3	90	8	30	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	25	1	5	8	120	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	914	-9	2	1	2	1	1	1	2	1	1	3	1	1	2	2	2	1	2	2	1	1
4	65	65	4	65	65	2	2	2	10512	2	18	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	1	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	300	-9	1200	1900	2000	1	15	7	165	3	5	4	180	8	55	3	60	8	50	3	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	10	1	2	8	18	7	150	8	120	1	5	3	10	8	45	3	60	-9	-9	3	5	1	10	8	45	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	692	-9	3	1	1	-7	-7	2	1	3	1	2	2	2	2	1	2	1	1	1	1	1
4	47	47	4	47	47	1	1	4	10501	2	22	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	7	-9	-9	-9	1	7	-9	-9	1	-9	-9	-9	7	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	430	-9	1100	1900	2100	1	20	3	60	1	10	6	300	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	20	2	40	6	120	8	30	6	60	3	20	8	40	3	120	8	30	-9	-9	3	20	8	90	1	10	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	302	-9	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1
16	125	125	143	125	125	1	3	2	12253	5	15	2005	0	-9	3	-9	-9	-9	3	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	0	-9	-9	-9	4	-9	-9	-9	800	900	1200	1900	2300	1	10	4	30	1	5	4	15	-9	-9	-9	-9	-9	-9	-9	-9	3	5	1	2	4	113	1	15	3	3	8	42	-9	-9	-9	-9	3	5	1	2	3	2	8	171	3	5	8	115	3	10	8	110	-9	-9	-9	-9	3	5	1	2	3	5	8	228	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	1	1	1	2	3	2	2	1	1	1	1	1
4	89	89	4	3169	89	2	2	2	10535	3	4	2005	0	-9	1	-9	-9	-9	1	-9	-9	-9	7	1	-9	-9	1	7	-9	-9	1	-9	-9	-9	1	-9	-9	-9	1	2	-9	-9	7	2	-9	-9	0	-9	-9	-9	0	-9	-9	-9	1	-9	-9	-9	2	-9	-9	-9	530	-9	1200	1900	2000	1	2	3	40	4	48	3	5	1	15	6	102	4	163	3	15	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	3	15	1	3	2	162	3	5	2	55	1	12	2	58	3	35	5	5	2	70	3	10	1	3	8	47	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	915	-9	1	2	2	-7	-7	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2
