basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moperson	dayprson	yrperson	linenumb	relhead	relmom	relindex	paidcash	sex	monbirth	yearbirt	age	resident	gradecom	inschool	worknow	workpast
13	487	487	13	487	487	1	11956	1	10	2005	5	8	8	15	0	1	10	2003	1	1	-9	-9	-9	-9
13	225	225	209	225	225	2	11755	2	26	2005	6	4	4	6	-9	1	12	1993	11	1	4	1	0	0
13	225	225	209	225	225	2	11755	2	26	2005	7	4	4	6	-9	1	12	1996	8	1	1	1	0	0
13	225	225	209	225	225	2	11755	2	26	2005	8	4	4	6	-9	1	6	2002	2	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	1	0	1	2	-9	1	2	1959	45	1	4	0	1	-9
13	430	430	13	430	430	2	11906	1	6	2005	2	1	0	3	-9	2	2	1960	44	1	10	0	1	-9
13	430	430	13	430	430	2	11906	1	6	2005	3	4	4	6	-9	1	4	1981	23	1	10	0	0	0
13	430	430	13	430	430	2	11906	1	6	2005	4	4	4	6	-9	1	6	1986	18	1	9	1	0	0
13	430	430	13	430	430	2	11906	1	6	2005	5	4	4	6	-9	1	1	1988	16	1	9	0	0	0
13	430	430	13	430	430	2	11906	1	6	2005	6	5	5	7	-9	2	10	1989	15	1	9	1	0	0
13	430	430	13	430	430	2	11906	1	6	2005	7	4	4	6	-9	1	8	1992	12	1	5	1	0	0
13	430	430	13	430	430	2	11906	1	6	2005	8	5	5	7	-9	2	4	1999	5	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	9	5	5	7	-9	2	8	2000	4	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	10	4	4	6	-9	1	10	2002	2	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	11	5	5	7	0	2	7	1982	22	1	10	0	0	0
13	430	430	13	430	430	2	11906	1	6	2005	12	19	19	21	0	1	4	1980	24	1	9	0	1	-9
13	430	430	13	430	430	2	11906	1	6	2005	13	8	8	15	0	1	4	2000	4	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	14	8	8	15	0	1	2	2001	3	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	15	9	9	16	0	2	2	2004	0	1	-9	-9	-9	-9
13	430	430	13	430	430	2	11906	1	6	2005	16	27	16	14	1	2	9	1991	13	1	3	0	1	-9
10	120	120	10	120	120	1	11253	2	8	2005	1	0	1	2	-9	1	3	1946	58	1	13	0	1	-9
10	120	120	10	120	120	1	11253	2	8	2005	2	1	0	3	-9	2	9	1947	57	1	13	0	1	-9
10	120	120	10	120	120	1	11253	2	8	2005	3	4	4	6	-9	1	9	1982	22	1	15	0	1	-9
10	120	120	10	120	120	1	11253	2	8	2005	4	4	4	34	-9	1	8	1983	21	1	15	0	0	0
10	120	120	10	120	120	1	11253	2	8	2005	5	5	5	7	-9	2	2	1986	18	1	12	1	1	-9
17	277	277	17	277	277	1	12485	1	30	2005	1	0	1	2	-9	1	9	1957	47	1	11	0	1	-9
17	277	277	17	277	277	1	12485	1	30	2005	2	1	0	3	-9	2	11	1961	43	1	11	0	1	-9
17	277	277	17	277	277	1	12485	1	30	2005	3	5	5	34	-9	2	1	1984	21	1	14	1	0	0
17	277	277	17	277	277	1	12485	1	30	2005	4	4	4	6	-9	1	4	1985	19	1	13	1	0	0
17	277	277	17	277	277	1	12485	1	30	2005	5	5	5	7	-9	2	12	1986	18	1	11	1	1	-9
17	277	277	17	277	277	1	12485	1	30	2005	6	4	4	6	-9	1	7	1989	15	1	9	1	0	0
17	277	277	17	277	277	1	12485	1	30	2005	7	4	4	6	-9	1	1	1991	14	1	8	1	0	0
17	277	277	17	277	277	1	12485	1	30	2005	8	5	5	7	-9	2	5	1997	7	1	1	1	0	0
7	237	237	282	3043	237	1	10890	2	11	2005	1	0	1	2	-9	1	4	1963	41	1	10	0	1	-9
7	237	237	282	3043	237	1	10890	2	11	2005	2	1	0	3	-9	2	10	1965	39	1	8	0	0	0
7	237	237	282	3043	237	1	10890	2	11	2005	3	5	5	7	-9	2	5	1982	22	1	14	0	1	-9
7	237	237	282	3043	237	1	10890	2	11	2005	4	4	4	6	-9	1	2	1988	16	1	10	1	0	0
7	159	159	7	2137	159	1	10834	1	13	2005	1	0	1	2	-9	1	9	1959	45	1	5	0	1	-9
7	159	159	7	2137	159	1	10834	1	13	2005	2	1	0	3	-9	2	4	1958	46	1	3	0	1	-9
7	159	159	7	2137	159	1	10834	1	13	2005	3	4	4	34	-9	1	12	1983	21	1	9	0	0	1
7	159	159	7	2137	159	1	10834	1	13	2005	4	5	5	7	-9	2	5	1986	18	1	11	0	0	0
7	159	159	7	2137	159	1	10834	1	13	2005	5	4	4	6	-9	1	3	1988	16	1	5	1	0	0
7	159	159	7	2137	159	1	10834	1	13	2005	6	5	5	7	-9	2	1	1990	14	1	8	1	1	-9
7	159	159	7	2137	159	1	10834	1	13	2005	7	4	4	6	-9	1	4	1993	11	1	3	1	0	0
7	159	159	7	2137	159	1	10834	1	13	2005	8	5	5	7	-9	2	11	1995	9	1	1	1	0	0
7	159	159	7	2137	159	1	10834	1	13	2005	9	5	5	7	-9	2	11	1999	5	1	-9	-9	-9	-9
7	159	159	7	2137	159	1	10834	1	13	2005	10	4	4	6	-9	1	3	2002	2	1	-9	-9	-9	-9
17	105	105	17	4215	105	1	12342	2	3	2005	1	0	1	2	-9	1	3	1950	54	1	10	0	1	-9
17	105	105	17	4215	105	1	12342	2	3	2005	2	1	0	3	-9	2	3	1956	48	1	6	0	0	1
17	105	105	17	4215	105	1	12342	2	3	2005	3	4	4	6	-9	1	10	1976	28	1	4	0	0	0
1	73	73	1	73	73	2	10043	1	10	2005	2	1	0	3	-9	2	3	1961	43	1	10	0	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	3	5	5	7	-9	2	4	1985	19	1	11	0	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	4	4	4	6	-9	1	3	1987	17	1	10	1	1	-9
10	184	184	10	184	184	1	11308	2	6	2005	1	0	1	2	-9	1	10	1953	51	1	9	0	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	5	5	5	7	-9	2	4	1989	15	1	9	1	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	6	5	5	7	-9	2	11	1990	14	1	5	1	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	7	5	5	7	-9	2	12	1992	12	1	4	1	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	8	4	4	6	-9	1	9	1996	8	1	0	1	1	-9
1	73	73	1	73	73	2	10043	1	10	2005	9	5	5	7	-9	2	6	1999	5	1	-9	-9	-9	-9
1	73	73	1	73	73	2	10043	1	10	2005	10	5	5	7	-9	2	9	2001	3	1	-9	-9	-9	-9
1	82	82	1	82	82	2	10049	1	17	2005	1	0	19	21	0	1	4	1963	41	1	14	0	1	-9
1	82	82	1	82	82	2	10049	1	17	2005	2	1	5	7	0	2	2	1973	31	1	5	0	1	-9
1	82	82	1	82	82	2	10049	1	17	2005	3	5	9	16	0	2	7	1994	10	1	3	1	0	0
1	82	82	1	82	82	2	10049	1	17	2005	4	5	9	16	0	2	9	1996	8	1	1	1	0	0
1	82	82	1	82	82	2	10049	1	17	2005	5	18	0	3	-9	2	6	1947	57	1	9	0	0	1
1	82	82	1	82	82	2	10049	1	17	2005	6	21	4	6	-9	1	5	1969	35	1	3	0	1	-9
1	82	82	1	82	82	2	10049	1	17	2005	7	21	4	6	-9	1	10	1977	27	1	6	0	1	-9
10	184	184	10	184	184	1	11308	2	6	2005	2	1	0	3	-9	2	12	1956	48	1	12	0	1	-9
10	184	184	10	184	184	1	11308	2	6	2005	9	5	5	34	0	2	11	1983	21	1	10	0	0	0
10	184	184	10	184	184	1	11308	2	6	2005	3	5	5	7	-9	2	1	1995	10	1	2	1	0	0
10	184	184	10	184	184	1	11308	2	6	2005	4	5	5	7	-9	2	7	1982	22	1	12	0	0	0
10	184	184	10	184	184	1	11308	2	6	2005	5	19	19	21	0	1	8	1977	27	1	16	0	1	-9
10	184	184	10	184	184	1	11308	2	6	2005	6	8	8	15	0	1	10	2002	2	1	-9	-9	-9	-9
10	184	184	10	184	184	1	11308	2	6	2005	7	8	8	15	0	1	11	2003	1	1	-9	-9	-9	-9
10	184	184	10	184	184	1	11308	2	6	2005	8	27	16	14	0	2	2	1984	20	1	11	0	0	0
10	184	184	10	184	184	1	11308	2	6	2005	10	8	8	4	0	1	10	2002	2	1	-9	-9	-9	-9
13	181	181	235	181	181	1	11718	3	1	2005	1	0	0	3	-9	2	9	1957	47	1	13	0	1	-9
17	272	272	17	272	272	2	12480	2	8	2005	3	5	5	42	-9	2	7	1996	8	1	1	1	0	0
17	272	272	17	272	272	2	12480	2	8	2005	4	4	4	41	-9	1	9	1998	6	1	0	1	0	0
3	91	91	3	91	91	1	10287	1	21	2005	1	0	1	2	-9	1	4	1950	54	1	15	0	1	-9
3	91	91	3	91	91	1	10287	1	21	2005	2	1	0	3	-9	2	11	1955	49	1	11	0	0	0
3	91	91	3	91	91	1	10287	1	21	2005	3	5	5	7	-9	2	8	1981	23	1	14	0	0	0
3	91	91	3	91	91	1	10287	1	21	2005	4	4	4	34	-9	1	6	1983	21	1	12	1	0	0
3	91	91	3	91	91	1	10287	1	21	2005	5	5	5	7	-9	2	1	1985	19	1	13	0	1	-9
3	91	91	3	91	91	1	10287	1	21	2005	6	26	15	14	0	1	8	1977	27	1	15	0	1	-9
3	91	91	3	91	91	1	10287	1	21	2005	7	27	16	14	0	2	3	1985	19	1	12	1	0	0
3	91	91	3	91	91	1	10287	1	21	2005	8	15	26	14	0	1	8	1986	18	1	11	0	0	0
13	102	102	13	102	102	2	11660	1	10	2005	1	0	0	3	-9	2	1	1950	54	1	5	0	1	-9
13	102	102	13	102	102	2	11660	1	10	2005	2	8	8	15	0	1	4	1996	8	1	2	1	0	0
13	102	102	13	102	102	2	11660	1	10	2005	3	9	9	16	0	2	1	2001	4	1	-9	-9	-9	-9
3	308	308	3	308	308	1	10467	1	18	2005	1	0	1	2	-9	1	7	1964	40	1	6	0	1	-9
3	308	308	3	308	308	1	10467	1	18	2005	2	1	0	3	-9	2	6	1960	44	1	8	0	1	-9
3	308	308	3	308	308	1	10467	1	18	2005	3	4	4	6	-9	1	10	1981	23	1	13	0	1	-9
3	308	308	3	308	308	1	10467	1	18	2005	4	5	5	34	-9	2	4	1984	20	1	14	1	0	0
3	308	308	3	308	308	1	10467	1	18	2005	5	4	4	6	-9	1	7	1987	17	1	6	0	1	-9
3	308	308	3	308	308	1	10467	1	18	2005	6	5	5	7	-9	2	11	1988	16	1	10	1	0	0
3	308	308	3	308	308	1	10467	1	18	2005	7	4	4	6	-9	1	9	1992	12	1	5	1	0	0
3	308	308	3	308	308	1	10467	1	18	2005	8	26	15	14	0	1	4	1985	19	1	6	0	0	0
7	240	240	7	240	240	1	10892	1	20	2005	1	0	1	2	-9	1	3	1955	49	1	6	0	1	-9
7	240	240	7	240	240	1	10892	1	20	2005	2	1	0	3	-9	2	11	1957	47	1	3	0	1	-9
7	240	240	7	240	240	1	10892	1	20	2005	3	4	4	6	-9	1	11	1977	27	1	13	0	1	-9
7	240	240	7	240	240	1	10892	1	20	2005	4	5	5	7	-9	2	2	1979	25	1	11	0	1	-9
7	240	240	7	240	240	1	10892	1	20	2005	5	4	4	6	-9	1	2	1981	23	1	11	1	1	-9
7	240	240	7	240	240	1	10892	1	20	2005	6	5	5	7	-9	2	12	1982	22	1	11	0	0	0
3	229	229	3	229	229	1	10395	1	19	2005	7	4	4	6	0	1	3	1987	17	1	6	0	0	0
3	229	229	3	229	229	1	10395	1	19	2005	8	20	20	22	0	2	11	1985	19	1	9	0	0	0
3	229	229	3	229	229	1	10395	1	19	2005	9	15	26	14	0	1	4	1986	18	1	11	0	1	-9
3	263	263	3	263	263	1	10426	2	3	2005	1	0	1	2	-9	1	8	1946	58	1	15	0	1	-9
3	263	263	3	263	263	1	10426	2	3	2005	2	1	0	3	-9	2	10	1960	44	1	12	0	1	-9
3	263	263	3	263	263	1	10426	2	3	2005	3	4	4	6	-9	1	4	1979	25	1	15	0	1	-9
3	263	263	3	263	263	1	10426	2	3	2005	4	5	5	7	-9	2	7	1980	24	1	15	0	1	-9
3	263	263	3	263	263	1	10426	2	3	2005	5	5	5	34	-9	2	1	1984	21	1	14	1	0	0
3	263	263	3	263	263	1	10426	2	3	2005	6	4	4	6	-9	1	9	1988	16	1	10	1	0	0
3	145	145	3	145	145	2	10316	1	22	2005	1	0	1	2	-9	1	2	1950	54	1	10	0	1	-9
3	145	145	3	145	145	2	10316	1	22	2005	2	1	0	3	-9	2	12	1959	45	1	6	0	1	-9
3	145	145	3	145	145	2	10316	1	22	2005	3	4	4	6	1	1	3	1979	25	1	6	0	1	-9
3	145	145	3	145	145	2	10316	1	22	2005	4	4	4	6	-9	1	5	1986	18	1	8	0	0	0
3	145	145	3	145	145	2	10316	1	22	2005	5	5	5	7	-9	2	10	1995	9	1	1	1	1	-9
3	145	145	3	145	145	2	10316	1	22	2005	6	5	5	7	-9	2	8	1997	7	1	0	1	1	-9
7	217	217	7	3217	217	1	10878	1	14	2005	1	0	1	2	-9	1	7	1944	60	1	4	0	0	0
7	217	217	7	3217	217	1	10878	1	14	2005	2	1	0	3	-9	2	2	1946	58	1	3	0	0	0
7	217	217	7	3217	217	1	10878	1	14	2005	3	4	4	6	-9	1	11	1967	37	1	5	0	1	-9
7	217	217	7	3217	217	1	10878	1	14	2005	4	4	4	6	-9	1	4	1973	31	1	4	0	1	-9
7	217	217	7	3217	217	1	10878	1	14	2005	5	4	4	6	-9	1	9	1978	26	1	16	0	1	-9
7	217	217	7	3217	217	1	10878	1	14	2005	6	4	4	34	-9	1	2	1984	20	1	4	0	0	0
7	217	217	7	3217	217	1	10878	1	14	2005	7	5	5	7	-9	2	8	1987	17	1	8	0	0	0
7	217	217	7	3217	217	1	10878	1	14	2005	8	5	5	7	-9	2	1	1988	17	1	10	1	0	0
7	217	217	7	3217	217	1	10878	1	14	2005	9	4	4	6	-9	1	11	1989	15	1	4	0	0	0
13	110	110	13	110	110	2	11664	2	11	2005	1	0	1	2	-9	1	1	1950	55	1	4	0	1	-9
13	110	110	13	110	110	2	11664	2	11	2005	2	1	0	3	-9	2	7	1959	45	1	3	0	1	-9
13	110	110	13	110	110	2	11664	2	11	2005	3	4	4	6	-9	1	9	1985	19	1	12	0	1	-9
17	180	180	17	2102	180	1	12394	3	30	2005	9	8	8	4	0	1	8	2004	0	1	-9	-9	-9	-9
17	180	180	17	2102	180	1	12394	3	30	2005	10	5	5	7	0	2	5	1985	19	1	10	0	1	-9
17	180	180	17	2102	180	1	12394	3	30	2005	11	19	19	21	0	1	6	1985	19	1	9	0	0	0
17	180	180	17	2102	180	1	12394	3	30	2005	12	8	8	15	0	1	3	2002	3	1	-9	-9	-9	-9
17	308	308	17	308	308	1	12516	2	3	2005	1	0	0	3	-9	2	4	1955	49	1	8	0	1	-9
17	308	308	17	308	308	1	12516	2	3	2005	2	5	5	7	0	2	6	1977	27	1	11	0	0	0
17	308	308	17	308	308	1	12516	2	3	2005	3	19	19	21	0	1	12	1975	29	1	11	0	1	-9
17	308	308	17	308	308	1	12516	2	3	2005	4	9	9	16	0	2	3	1997	7	1	1	1	0	0
17	308	308	17	308	308	1	12516	2	3	2005	5	8	8	15	0	1	6	2002	2	1	-9	-9	-9	-9
17	308	308	17	308	308	1	12516	2	3	2005	6	4	4	34	0	1	3	1984	20	1	11	0	1	-9
17	308	308	17	308	308	1	12516	2	3	2005	7	20	20	1	0	2	7	1982	22	1	11	0	1	-9
13	192	192	13	192	192	1	11727	1	20	2005	1	0	0	3	-9	2	10	1958	46	1	6	0	1	-9
13	192	192	13	192	192	1	11727	1	20	2005	2	4	4	6	-9	1	1	1980	25	1	12	0	1	-9
13	192	192	13	192	192	1	11727	1	20	2005	3	4	4	6	-9	1	11	1981	23	1	5	0	0	0
13	192	192	13	192	192	1	11727	1	20	2005	4	4	4	6	-9	1	10	1985	19	1	11	0	1	-9
13	192	192	13	192	192	1	11727	1	20	2005	5	4	4	6	0	1	2	1978	26	1	11	0	1	-9
13	192	192	13	192	192	1	11727	1	20	2005	6	20	20	22	0	2	10	1981	23	1	6	0	0	0
13	192	192	13	192	192	1	11727	1	20	2005	7	9	9	16	0	2	11	1998	6	1	0	0	0	0
13	192	192	13	192	192	1	11727	1	20	2005	8	8	8	15	0	1	4	2000	4	1	-9	-9	-9	-9
13	192	192	13	192	192	1	11727	1	20	2005	9	8	8	15	0	1	6	2001	3	1	-9	-9	-9	-9
13	192	192	13	192	192	1	11727	1	20	2005	10	9	9	16	0	2	7	2003	1	1	-9	-9	-9	-9
13	192	192	13	192	192	1	11727	1	20	2005	11	5	5	34	0	2	7	1983	21	1	11	0	1	-9
13	192	192	13	192	192	1	11727	1	20	2005	12	8	8	4	0	1	7	1999	5	1	-9	-9	-9	-9
13	192	192	13	192	192	1	11727	1	20	2005	13	2	2	10	0	1	4	1929	75	1	11	0	1	-9
17	263	263	226	263	263	1	12472	2	1	2005	1	0	0	3	-9	2	3	1948	56	1	3	0	1	-9
17	263	263	226	263	263	1	12472	2	1	2005	2	1	1	2	-9	1	4	1937	67	1	14	0	0	0
17	263	263	226	263	263	1	12472	2	1	2005	3	4	4	6	-9	1	10	1976	28	1	12	0	0	1
13	78	78	13	78	78	1	11644	1	18	2005	7	4	4	6	0	1	3	1979	25	1	11	0	1	-9
13	78	78	13	78	78	1	11644	1	18	2005	8	5	5	7	0	2	4	1981	23	1	11	0	0	1
13	78	78	13	78	78	1	11644	1	18	2005	9	9	9	16	0	2	4	2003	1	1	-9	-9	-9	-9
13	78	78	13	78	78	1	11644	1	18	2005	10	7	22	13	0	2	3	1942	62	1	13	0	0	0
13	78	78	13	78	78	1	11644	1	18	2005	11	6	21	12	0	1	5	1944	60	1	11	0	0	0
13	78	78	13	78	78	1	11644	1	18	2005	12	16	27	14	0	2	7	1984	20	1	13	0	0	0
17	293	293	340	3220	293	2	12501	4	21	2005	1	0	1	2	-9	1	6	1960	44	1	6	0	1	-9
17	293	293	340	3220	293	2	12501	4	21	2005	2	1	0	3	-9	2	9	1959	45	1	9	0	1	-9
17	293	293	340	3220	293	2	12501	4	21	2005	3	5	5	7	-9	2	3	1987	18	1	11	0	1	-9
17	293	293	340	3220	293	2	12501	4	21	2005	4	5	5	7	-9	2	12	1990	14	1	8	1	0	0
17	293	293	340	3220	293	2	12501	4	21	2005	5	4	4	6	-9	1	1	1999	6	1	0	1	0	0
3	261	261	224	3483	261	1	10424	4	24	2005	1	0	0	3	-9	2	9	1959	45	1	13	0	1	-9
3	261	261	224	3483	261	1	10424	4	24	2005	2	4	4	6	-9	1	3	1981	24	1	13	0	1	-9
3	261	261	224	3483	261	1	10424	4	24	2005	3	4	4	6	-9	1	4	1982	22	1	10	1	0	0
3	261	261	224	3483	261	1	10424	4	24	2005	4	4	4	34	-9	1	11	1983	21	1	13	1	1	-9
3	261	261	224	3483	261	1	10424	4	24	2005	5	4	4	6	-9	1	11	1986	18	1	12	1	0	0
3	261	261	224	3483	261	1	10424	4	24	2005	6	16	16	14	0	2	10	1998	6	1	0	1	0	0
3	168	168	217	3312	168	2	10336	4	26	2005	1	0	0	3	-9	2	7	1966	38	1	9	0	0	0
3	168	168	217	3312	168	2	10336	4	26	2005	2	4	4	41	-9	1	6	1990	14	1	6	0	0	0
3	168	168	217	3312	168	2	10336	4	26	2005	3	5	5	42	-9	2	9	1991	13	1	6	1	0	0
3	168	168	217	3312	168	2	10336	4	26	2005	4	19	19	21	0	1	9	1984	20	1	11	0	0	1
3	168	168	217	3312	168	2	10336	4	26	2005	5	5	5	42	0	2	3	1986	19	1	9	0	0	0
3	168	168	217	3312	168	2	10336	4	26	2005	6	8	8	15	0	1	11	2003	1	1	-9	-9	-9	-9
10	246	246	10	246	246	2	11367	2	8	2005	1	0	1	2	-9	1	1	1949	56	1	11	0	1	-9
10	246	246	10	246	246	2	11367	2	8	2005	2	1	0	3	-9	2	3	1957	47	1	8	0	1	-9
10	246	246	10	246	246	2	11367	2	8	2005	3	4	4	6	-9	1	4	1976	28	1	9	0	1	-9
10	246	246	10	246	246	2	11367	2	8	2005	4	4	4	6	-9	1	11	1988	16	1	9	1	0	0
10	190	190	134	3290	190	1	11313	4	19	2005	3	5	5	34	-9	2	12	1983	21	1	15	1	0	0
10	190	190	134	3290	190	1	11313	4	19	2005	4	4	4	6	-9	1	3	1989	16	1	10	1	0	0
10	106	106	17	5133	106	1	11247	2	6	2005	1	0	0	3	-9	2	12	1949	55	1	13	0	1	-9
10	106	106	17	5133	106	1	11247	2	6	2005	2	1	1	2	-9	1	3	1945	59	1	13	0	0	0
10	106	106	17	5133	106	1	11247	2	6	2005	3	5	5	7	-9	2	9	1979	25	1	15	0	0	1
10	106	106	17	5133	106	1	11247	2	6	2005	4	5	5	7	-9	2	9	1981	23	1	10	0	0	0
10	106	106	17	5133	106	1	11247	2	6	2005	5	4	4	6	0	1	11	1975	29	1	15	0	0	0
10	106	106	17	5133	106	1	11247	2	6	2005	6	20	20	22	0	2	12	1977	27	1	13	0	0	0
10	106	106	17	5133	106	1	11247	2	6	2005	7	9	9	16	0	2	9	2004	0	1	-9	-9	-9	-9
7	118	118	7	118	118	1	10803	1	11	2005	1	0	1	2	-9	1	1	1928	76	1	12	0	0	0
7	118	118	7	118	118	1	10803	1	11	2005	2	1	0	3	-9	2	6	1958	46	1	3	0	0	0
7	118	118	7	118	118	1	10803	1	11	2005	3	4	4	6	-9	1	9	1982	22	1	11	0	0	0
7	118	118	7	118	118	1	10803	1	11	2005	4	5	5	7	-9	2	10	1985	19	1	11	0	0	1
7	118	118	7	118	118	1	10803	1	11	2005	5	5	5	7	-9	2	4	1991	13	1	5	1	0	0
7	118	118	7	118	118	1	10803	1	11	2005	6	5	5	34	0	2	10	1983	21	1	11	0	0	0
7	118	118	7	118	118	1	10803	1	11	2005	7	9	9	5	0	2	6	2003	1	1	-9	-9	-9	-9
10	277	277	10	277	277	1	11382	2	5	2005	1	0	1	2	-9	1	12	1952	52	1	9	0	1	-9
10	277	277	10	277	277	1	11382	2	5	2005	2	1	0	3	-9	2	11	1958	46	1	8	0	1	-9
10	277	277	10	277	277	1	11382	2	5	2005	3	4	4	6	-9	1	11	1975	29	1	14	0	0	0
10	277	277	10	277	277	1	11382	2	5	2005	4	4	4	6	-9	1	4	1977	27	1	10	0	1	-9
10	277	277	10	277	277	1	11382	2	5	2005	5	4	4	6	-9	1	3	1988	16	1	10	1	0	1
10	277	277	10	277	277	1	11382	2	5	2005	6	4	4	6	-9	1	9	1993	11	1	4	1	0	0
10	277	277	10	277	277	1	11382	2	5	2005	7	5	5	7	0	2	1	1980	25	1	11	0	1	-9
10	277	277	10	277	277	1	11382	2	5	2005	8	8	8	15	0	1	9	2001	3	1	-9	-9	-9	-9
10	277	277	10	277	277	1	11382	2	5	2005	9	19	19	21	0	1	5	1981	23	1	10	0	1	-9
10	277	277	10	277	277	1	11382	2	5	2005	10	5	5	7	0	2	1	1983	22	1	10	0	0	1
10	277	277	10	277	277	1	11382	2	5	2005	11	19	19	21	0	1	9	1982	22	1	11	0	1	-9
13	471	471	13	2334	471	1	11946	1	13	2005	5	4	4	6	-9	1	3	1988	16	1	8	0	1	-9
13	471	471	13	2334	471	1	11946	1	13	2005	6	5	5	7	-9	2	1	1990	14	1	9	1	0	0
13	471	471	13	2334	471	1	11946	1	13	2005	7	4	4	6	-9	1	8	1991	13	1	6	1	0	0
13	471	471	13	2334	471	1	11946	1	13	2005	8	5	5	7	-9	2	9	1992	12	1	5	1	0	0
13	319	319	303	5134	319	1	11807	1	28	2005	1	0	1	2	-9	1	5	1952	52	1	4	0	0	1
13	319	319	303	5134	319	1	11807	1	28	2005	2	1	0	3	-9	2	7	1951	53	1	6	0	0	0
13	319	319	303	5134	319	1	11807	1	28	2005	3	4	4	34	-9	1	10	1983	21	1	11	0	1	-9
13	319	319	303	5134	319	1	11807	1	28	2005	4	5	5	7	0	2	6	1981	23	1	11	0	1	-9
13	319	319	303	5134	319	1	11807	1	28	2005	5	19	19	21	0	1	11	1971	33	1	10	0	1	-9
13	319	319	303	5134	319	1	11807	1	28	2005	6	9	9	16	0	2	5	2002	2	1	-9	-9	-9	-9
13	420	420	13	420	420	1	11896	1	6	2005	1	0	1	2	-9	1	1	1957	47	1	10	0	1	-9
13	420	420	13	420	420	1	11896	1	6	2005	2	1	0	3	-9	2	10	1960	44	1	11	0	0	0
13	420	420	13	420	420	1	11896	1	6	2005	3	5	5	34	-9	2	1	1984	21	1	12	1	0	0
13	420	420	13	420	420	1	11896	1	6	2005	4	4	4	6	-9	1	2	1988	16	1	6	1	0	0
13	420	420	13	420	420	1	11896	1	6	2005	5	5	5	7	-9	2	2	1993	11	1	5	1	0	0
13	420	420	13	420	420	1	11896	1	6	2005	6	4	4	6	-9	1	10	1994	10	1	1	1	0	0
13	420	420	13	420	420	1	11896	1	6	2005	7	21	6	12	0	1	2	1972	32	1	11	0	1	-9
10	180	180	7	180	180	2	11304	1	14	2005	1	0	1	2	-9	1	3	1948	56	1	5	0	1	-9
10	180	180	7	180	180	2	11304	1	14	2005	2	1	0	3	-9	2	5	1948	56	1	5	0	0	0
10	180	180	7	180	180	2	11304	1	14	2005	3	4	4	6	-9	1	5	1981	23	1	9	0	0	0
10	180	180	7	180	180	2	11304	1	14	2005	4	5	5	7	-9	2	6	1982	22	1	15	0	1	-9
10	180	180	7	180	180	2	11304	1	14	2005	5	5	5	7	0	2	6	1978	26	1	15	0	0	0
10	180	180	7	180	180	2	11304	1	14	2005	6	19	19	21	0	1	4	1978	26	1	11	0	0	0
10	180	180	7	180	180	2	11304	1	14	2005	7	8	8	15	0	1	3	2002	2	1	-9	-9	-9	-9
7	48	48	7	48	48	1	10742	3	20	2005	1	0	1	2	-9	1	2	1951	54	1	11	0	1	-9
7	48	48	7	48	48	1	10742	3	20	2005	2	1	0	3	-9	2	8	1959	45	1	13	0	0	0
7	48	48	7	48	48	1	10742	3	20	2005	3	4	4	34	-9	1	5	1983	21	1	13	1	0	0
17	105	105	17	4215	105	1	12342	2	3	2005	4	5	5	7	-9	2	9	1979	25	1	6	0	1	-9
17	105	105	17	4215	105	1	12342	2	3	2005	5	4	4	34	-9	1	7	1983	21	1	10	1	1	-9
17	105	105	17	4215	105	1	12342	2	3	2005	6	4	4	6	-9	1	1	1986	19	1	12	1	0	0
17	105	105	17	4215	105	1	12342	2	3	2005	7	8	8	15	0	1	12	1993	11	1	4	1	0	0
17	90	90	17	90	90	1	12330	2	1	2005	1	0	0	3	-9	2	2	1942	62	1	3	0	1	-9
17	90	90	17	90	90	1	12330	2	1	2005	2	4	4	34	-9	1	7	1983	21	1	3	0	1	-9
17	90	90	17	90	90	1	12330	2	1	2005	3	5	5	7	0	2	10	1977	27	1	5	0	0	0
17	90	90	17	90	90	1	12330	2	1	2005	4	8	8	15	0	1	10	1998	6	1	0	0	0	0
17	90	90	17	90	90	1	12330	2	1	2005	5	8	8	15	0	1	12	2002	2	1	-9	-9	-9	-9
13	162	162	13	3158	162	1	11702	1	30	2005	1	0	0	3	-9	2	2	1960	44	1	11	0	1	-9
13	162	162	13	3158	162	1	11702	1	30	2005	2	4	4	6	-9	1	2	1981	23	1	15	0	1	-9
13	162	162	13	3158	162	1	11702	1	30	2005	3	4	4	34	-9	1	7	1983	21	1	23	0	0	0
13	162	162	13	3158	162	1	11702	1	30	2005	4	8	8	15	0	1	12	1996	8	1	1	1	0	0
