basebrgy	basehhno	basewman	BRGAY05	HHNUMB05	WOMAN05	MOMCH05	uncmomid	moincome	dayincom	yrincome	linenumb	workstat	mainoccu	mainjob	farmstat	nonfarm	hrsjob	benefits	taxes	secndjob	secnoccu	jobsecnd	FARMSTA2	NONFARM2	HRSJOB2	BENEFIT2	TAXES2	hrsdayt	dayswkt	timepay	weektime	REGUJE1	finishp	paypiece	hrsdaypc	dyswekpc	weekpc	REGUJE2	hrsfarm	dywkfarm	wkyrfarm	REGUJE3A	livestok	daywkliv	wkyrlivs	REGUJE3B	expnsto	incmstok	consstok	hrsfish	dywkfish	wkyrfish	REGUJE4	incfish	familbus	typebus	homebus	hrsself	dywkself	wkyrself	REGUJE5	incmself
13	270	270	13	3176	270	1	11784	1	7	2005	6	1	914	3	-9	2	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	7	6.0	76.92	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
10	229	251	10	229	251	2	11371	2	9	2005	1	1	303	3	-9	1	8	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0	0	0	-9	12500	15300	0	-9	-9	-9	-9	-9	1	61	0	8	7.0	52	1	500
13	270	270	13	3176	270	1	11784	1	7	2005	4	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
10	229	251	10	229	251	2	11371	2	9	2005	2	1	302	3	-9	1	14	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	3.33	4.0	52	1	300
1	72	72	1	72	72	2	10042	1	17	2005	4	1	791	3	-9	2	9	0	0	0	-9	-9	-9	-9	-9	-9	-9	9	6.0	100	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
1	72	72	1	72	72	2	10042	1	17	2005	2	3	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	1	7	52	1	6240	3200	900	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	456	456	13	456	456	1	11931	1	10	2005	2	2	859	3	-9	2	1	1	0	-9	-9	-9	-9	-9	-9	-9	-9	7	6.0	150	20.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	912	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	456	456	13	456	456	1	11931	1	10	2005	3	2	339	3	-9	2	1	1	0	-9	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	20.0	4	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	454	454	13	454	454	2	11929	1	23	2005	1	1	641	3	-9	1	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	21	4.0	52	1	300
13	454	454	13	454	454	2	11929	1	23	2005	2	1	859	3	-9	2	72	0	0	0	-9	-9	-9	-9	-9	-9	-9	13	6.0	90	7.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.3	7	52	1	840	2000	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	454	454	13	454	454	2	11929	1	23	2005	3	1	781	3	-9	2	-9	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	180	24.0	2	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	454	454	13	454	454	2	11929	1	23	2005	4	1	859	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	100	0.5	8	6	44	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	432	432	243	432	432	1	11908	3	21	2005	1	1	302	3	-9	1	30	0	0	1	914	3	-9	2	18	0	0	7	3.0	166.67	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	5	7.0	52	1	500
13	432	432	243	432	432	1	11908	3	21	2005	2	1	921	3	-9	2	84	0	0	0	-9	-9	-9	-9	-9	-9	-9	12	7.0	85	2.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	432	432	243	432	432	1	11908	3	21	2005	3	1	331	3	-9	2	40	0	0	1	819	3	-9	2	16	0	0	8	7.0	160.71	16.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	432	432	243	432	432	1	11908	3	21	2005	4	1	331	3	-9	3	14	0	0	1	914	3	-9	2	4	0	0	4	1.0	200	12.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	2	7.0	52	1	-7
13	260	261	13	260	261	12	11777	1	7	2005	2	1	111	3	-9	1	98	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	14	7.0	52	1	400
13	260	261	13	260	261	12	11777	1	7	2005	1	1	692	3	-9	2	30	1	0	1	932	3	-9	2	12	0	0	5	6.0	96.15	52.0	1	5	30	2	6	52	1	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	260	261	13	260	261	12	11777	1	7	2005	5	1	331	3	-9	3	7	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	1	7.0	52	1	-7
1	150	150	1	2354	150	1	10107	1	25	2005	1	1	771	3	-9	2	44	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	32.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	120	120	13	120	120	1	11673	1	7	2005	8	1	302	3	-9	1	35	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	5	7.0	52	1	65
13	284	284	13	284	284	1	11791	1	7	2005	1	1	118	3	-9	1	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	71	0	6	7.0	52	1	260
17	194	194	17	194	194	2	12406	2	2	2005	1	1	335	3	-9	1	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	4	7.0	52	1	100
17	194	194	17	194	194	2	12406	2	2	2005	4	1	914	3	-9	2	11	0	0	0	-9	-9	-9	-9	-9	-9	-9	7	2.0	150	16.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	284	284	13	284	284	1	11791	1	7	2005	2	1	302	3	-9	1	56	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	1	11	7.0	52	1	370
17	194	194	17	194	194	2	12406	2	2	2005	2	1	913	3	-9	2	42	0	0	0	-9	-9	-9	-9	-9	-9	-9	9	6.0	50	8.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
17	194	194	17	194	194	2	12406	2	2	2005	7	1	331	3	-9	1	12	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	62	0	2	7.0	16	1	-7
13	284	284	13	284	284	1	11791	1	7	2005	3	1	229	3	-9	2	26	1	1	1	335	3	-9	1	-9	0	0	8	6.0	218	3.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	1	1.0	52	2	250
3	80	80	13	3384	80	1	10277	1	13	2005	1	1	826	3	-9	1	36	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	95	0	12	7.0	52	1	250
3	80	80	13	3384	80	1	10277	1	13	2005	4	1	999	3	-9	2	18	0	0	0	-9	-9	-9	-9	-9	-9	-9	6	2.0	300	36.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	376	376	206	2562	376	1	11859	3	2	2005	1	1	791	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	200	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	376	376	206	2562	376	1	11859	3	2	2005	2	1	692	3	-9	2	21	0	0	1	914	3	-9	1	-9	0	0	3.86	7.0	131.43	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	0.5	7	52	1	700	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	376	376	206	2562	376	1	11859	3	2	2005	3	1	791	3	-9	2	32	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	4.0	120	48.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	376	376	206	2562	376	1	11859	3	2	2005	7	1	791	3	-9	2	48	0	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	120	1.0	3	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	379	379	13	379	379	1	11862	1	6	2005	1	1	754	3	-9	2	48	1	0	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	250	48.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
13	379	379	13	379	379	1	11862	1	6	2005	2	1	303	3	-9	1	24	0	0	0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	0	-9	-9	6	3.0	48	1	180
17	327	327	17	3093	327	1	12533	2	3	2005	5	1	331	3	-9	2	48	1	1	0	-9	-9	-9	-9	-9	-9	-9	8	6.0	158	52.0	1	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9.0	-9	-9	-9
